"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N05";113358730237601504;1;"02:40:23";"02:40:23";"3216";15;0;0
"N05";113358730237601504;1;"02:41:23";"02:41:23";"3707";16;0;0
"N05";113358730237601504;1;"02:42:21";"02:42:21";"3217";17;0;0
"N05";113358730237601504;1;"02:43:08";"02:43:08";"3218";18;0;0
"N05";113358730237601504;1;"02:44:00";"02:44:00";"2920";19;0;0
"N05";113358730237601504;1;"02:44:44";"02:44:44";"3219";20;0;0
"N05";113358730237601504;1;"02:45:55";"02:45:55";"1569B";21;0;0
"N05";113358730237601504;1;"02:46:48";"02:46:48";"1570";22;0;0
"N05";113358730237601504;1;"02:48:00";"02:48:00";"1571";23;0;0
"N05";113358730237601504;1;"02:49:29";"02:49:29";"3358";24;0;0
"N05";113358730237601504;1;"02:51:05";"02:51:05";"3359";25;0;0
"N05";113358730237601504;1;"02:52:00";"02:52:00";"3062";26;0;0
"N05";113358730237601504;1;"02:53:00";"02:53:00";"6442";27;0;0
"N05";113358730237601504;1;"02:54:00";"02:54:00";"6447";28;0;0
