Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,Distance
046b,"2","2","9025",WTC,WTC,WTC,WTC,149109.00000000000,172374.00000000000,B,"46",MOORTEBEEK,175.187
046b,"2","3","2209",NICOLAY,NICOLAY,Nicolay,Nicolay,148995.00000000000,172059.00000000000,B,"46",MOORTEBEEK,510.775
046b,"2","4","2835",YSER,IJZER,Yser,IJzer,148905.00000000000,171857.00000000000,B,"46",MOORTEBEEK,731.572
046b,"2","5","2211",BEGUINAGE,BEGIJNHOF,Béguinage,Begijnhof,148736.00000000000,171267.00000000000,B,"46",MOORTEBEEK,1361.155
046b,"2","6","2303",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148674.00000000000,171122.00000000000,B,"46",MOORTEBEEK,1520.993
046b,"2","7","2212",BOURSE,BEURS,Bourse,Beurs,148447.00000000000,170887.00000000000,B,"46",MOORTEBEEK,1852.580
046b,"2","8","2213",BUANDERIE,WASHUIS,Buanderie,Washuis,148171.00000000000,170638.00000000000,B,"46",MOORTEBEEK,2224.414
046b,"2","9","2403",PTE D'ANDERLECHT,ANDERLECHTSEPOORT,Porte d'Anderlecht,Anderlechtsepoort,147882.00000000000,170501.00000000000,B,"46",MOORTEBEEK,2549.282
046b,"2","10","2215",LIVERPOOL,LIVERPOOL,Liverpool,Liverpool,147551.00000000000,170351.00000000000,B,"46",MOORTEBEEK,2914.046
046b,"2","11","2216",CLEMENCEAU,CLEMENCEAU,Clemenceau,Clemenceau,147261.00000000000,170157.00000000000,B,"46",MOORTEBEEK,3262.848
046b,"2","12","2217",ALBERT I,ALBERT I,Albert I,Albert I,146771.00000000000,169859.00000000000,B,"46",MOORTEBEEK,3840.221
046b,"2","13","2218",CUREGHEM,KUREGEM,Cureghem,Kuregem,146429.00000000000,169602.00000000000,B,"46",MOORTEBEEK,4273.775
046b,"2","14","6809",DOUVRES,DOVER,Douvres,Dover,146141.00000000000,169518.00000000000,B,"46",MOORTEBEEK,4576.487
046b,"2","15","2220",RESISTANCE,VERZET,Résistance,Verzet,145967.00000000000,169471.00000000000,B,"46",MOORTEBEEK,4756.670
046b,"2","16",2535B,SAINT-GUIDON,SINT-GUIDO,Saint-Guidon,Sint-Guido,145527.00000000000,169357.00000000000,B,"46",MOORTEBEEK,5215.815
046b,"2","17","2323",MEIR,MEIR,Meir,Meir,145355.00000000000,169181.00000000000,B,"46",MOORTEBEEK,5466.226
046b,"2","18","2373",DE LINDE,DE LINDE,De Linde,De Linde,145085.00000000000,169448.00000000000,B,"46",MOORTEBEEK,5890.357
046b,"2","19","2375",HOPITAL BRACOPS,BRACOPS-ZIEKENH.,Hôpital Joseph Bracops,Joseph Bracops-ziekenhuis,144835.00000000000,169258.00000000000,B,"46",MOORTEBEEK,6208.975
046b,"2","20","3713",SCHERDEMAEL,SCHERDEMAAL,Scherdemael,Scherdemaal,144402.00000000000,168954.00000000000,B,"46",MOORTEBEEK,6746.456
046b,"2","21","3712",VANHELLEMONT,VANHELLEMONT,Vanhellemont,Vanhellemont,144158.00000000000,168786.00000000000,B,"46",MOORTEBEEK,7046.403
046b,"2","22","3718",NEERPEDE,NEERPEDE,Neerpede,Neerpede,143870.00000000000,168773.00000000000,B,"46",MOORTEBEEK,7409.980
046b,"2","23","3717",SIBELIUS,SIBELIUS,Sibelius,Sibelius,143932.00000000000,169224.00000000000,B,"46",MOORTEBEEK,7865.204
046b,"2","24","2476",WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144040.00000000000,169778.00000000000,B,"46",MOORTEBEEK,8495.968
046b,"2","25","1201",MOORTEBEEK,MOORTEBEEK,Moortebeek,Moortebeek,144233.00000000000,170158.00000000000,B,"46",MOORTEBEEK,9099.420
047b,"2","1",9784B,VILVOORDE STATION,VILVOORDE STATION,Vilvoorde Station,Vilvoorde Station,154442.89999999999,179359.79999999999,B,"47",HEEMBEEK,0.000
047b,"2","2","9786",HELDENPLEIN,HELDENPLEIN,Heldenplein,Heldenplein,154078.00000000000,179542.00000000000,B,"47",HEEMBEEK,494.864
047b,"2","3","9787",KERK VILVOORDE,KERK VILVOORDE,Kerk Vilvoorde,Kerk Vilvoorde,153808.00000000000,179572.00000000000,B,"47",HEEMBEEK,792.736
047b,"2","4","2841",VLIERKENS,VLIERKENS,Vlierkens,Vlierkens,153172.00000000000,179180.70000000001,B,"47",HEEMBEEK,1580.822
047b,"2","5","9707",JORDAEN,JORDAEN,Jordaen,Jordaen,152869.00000000000,179204.00000000000,B,"47",HEEMBEEK,1907.517
047b,"2","6","9605",MINNEMOLEN,MINNEMOLEN,Minnemolen,Minnemolen,152648.00000000000,178969.00000000000,B,"47",HEEMBEEK,2230.699
047b,"2","7","9606",ENNEPETAL,ENNEPETAL,Ennepetal,Ennepetal,152655.00000000000,178802.00000000000,B,"47",HEEMBEEK,2483.784
047b,"2","8","9632",TWEE LEEUWENWEG,TWEE LEEUWENWEG,Twee Leeuwenweg,Twee Leeuwenweg,152343.00000000000,178510.00000000000,B,"47",HEEMBEEK,3040.408
047b,"2","9","9634",VTM,VTM,VTM,VTM,152042.60000000001,178205.50000000000,B,"47",HEEMBEEK,3618.713
047b,"2","10","9635",HOOGVELD,HOOGVELD,Hoogveld,Hoogveld,151552.00000000000,177756.00000000000,B,"47",HEEMBEEK,4478.860
047b,"2","11","2352",HOP. MILITAIRE,MILITAIR HOSP.,Hôpital Militaire,Militair Hospitaal,151403.50000000000,177462.39999999999,B,"47",HEEMBEEK,4837.873
047b,"2","12","2329",SAO,DOO,SAO,DOO,151608.00000000000,177251.00000000000,B,"47",HEEMBEEK,5265.111
047b,"2","13","3002",DGHR DOMAINE MIL.,DGHR MIL. DOMEIN,DGHR Domaine Militaire,DGHR Militair Domein,151947.00000000000,177308.00000000000,B,"47",HEEMBEEK,5619.378
047b,"2","14","2358",ANTOON VAN OSS,ANTOON VAN OSS,Antoon Van Oss,Antoon Van Oss,152305.00000000000,177196.00000000000,B,"47",HEEMBEEK,6125.371
047b,"2","15","2359",TRASSERSWEG,TRASSERSWEG,Trassersweg,Trassersweg,152053.00000000000,176921.00000000000,B,"47",HEEMBEEK,6508.986
047b,"2","16","2360",CHEMIN VERT,GROENWEG,Chemin Vert,Groenweg,152125.00000000000,176531.00000000000,B,"47",HEEMBEEK,6955.754
047b,"2","17","2361",RAMIER,BOSDUIF,Ramier,Bosduif,151860.00000000000,176171.00000000000,B,"47",HEEMBEEK,7405.230
047b,"2","18",2362B,PETER BENOIT,PETER BENOIT,Peter Benoit,Peter Benoit,151316.00000000000,176093.00000000000,B,"47",HEEMBEEK,7988.612
047b,"2","19","2363",ZAVELPUT,ZAVELPUT,Zavelput,Zavelput,150972.00000000000,176029.00000000000,B,"47",HEEMBEEK,8342.414
047b,"2","20","1974",PRES COMMUNS,GEMENEBEEMDEN,Prés Communs,Gemenebeemden,150763.00000000000,175636.00000000000,B,"47",HEEMBEEK,8859.388
047b,"2","21","2299",HEEMBEEK,HEEMBEEK,Heembeek,Heembeek,150419.00000000000,175389.00000000000,B,"47",HEEMBEEK,9378.045
048b,"2","1","2306",DECROLY,DECROLY,Decroly,Decroly,147081.00000000000,166112.00000000000,B,"48",ANNEESSENS,0.000
048b,"2","2","2634",GATTI DE GAMOND,GATTI DE GAMOND,Gatti de Gamond,Gatti de Gamond,147150.00000000000,166357.00000000000,B,"48",ANNEESSENS,338.023
048b,"2","3","2455",DOMAINE,DOMEIN,Domaine,Domein,147210.00000000000,166719.20000000001,B,"48",ANNEESSENS,710.869
048b,"2","4",2954B,MYSTERE,MYSTERIE,Mystère,Mysterie,147328.10000000001,167037.20000000001,B,"48",ANNEESSENS,1068.348
048b,"2","5","2456",DUDEN,DUDEN,Duden,Duden,147474.00000000000,167147.00000000000,B,"48",ANNEESSENS,1250.990
048b,"2","6","2457",ALTITUDE CENT,HOOGTE HONDERD,Altitude Cent,Hoogte Honderd,147704.00000000000,167316.00000000000,B,"48",ANNEESSENS,1538.747
048b,"2","7","5858",MOLIERE-LONGCHAMP,MOLIERE-LONGCHAMP,Molière-Longchamp,Molière-Longchamp,147984.00000000000,167330.00000000000,B,"48",ANNEESSENS,1946.565
048b,"2","8","5859",TIMMERMANS,TIMMERMANS,Timmermans,Timmermans,148061.00000000000,167615.00000000000,B,"48",ANNEESSENS,2241.850
048b,"2","9","2934",ALBERT,ALBERT,Albert,Albert,148088.00000000000,167915.00000000000,B,"48",ANNEESSENS,2581.292
048b,"2","10","2459",MONT KEMMEL,KEMMELBERG,Mont Kemmel,Kemmelberg,147819.00000000000,167854.00000000000,B,"48",ANNEESSENS,2883.415
048b,"2","11","2460",LAINE,LAINE,Laîné,Laîné,147597.00000000000,167848.00000000000,B,"48",ANNEESSENS,3181.153
048b,"2","12","2767",ROCHEFORT,ROCHEFORT,Rochefort,Rochefort,147620.89999999999,168247.89999999999,B,"48",ANNEESSENS,3635.925
048b,"2","13","2773",SERBIE,SERVIE,Serbie,Servie,147563.70000000001,168657.10000000001,B,"48",ANNEESSENS,4049.116
048b,"2","14","2775",AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147511.29999999999,169029.79999999999,B,"48",ANNEESSENS,4425.523
048b,"2","15","2671",SUEDE,ZWEDEN,Suède,Zweden,147700.00000000000,169311.00000000000,B,"48",ANNEESSENS,4786.228
048b,"2","16","2778",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147844.60000000001,169528.89999999999,B,"48",ANNEESSENS,5389.537
048b,"2","17","2467",PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148277.60000000001,169128.20000000001,B,"48",ANNEESSENS,6020.098
048b,"2","18","1125",HOP. SAINT-PIERRE,SINT-PIETERS-ZKH.,Hôpital Saint-Pierre,Sint-Pieters-ziekenhuis,148408.00000000000,169365.00000000000,B,"48",ANNEESSENS,6405.242
048b,"2","19","1126",JEU DE BALLE,VOSSENPLEIN,Jeu de Balle,Vossenplein,148611.00000000000,169668.00000000000,B,"48",ANNEESSENS,6770.611
048b,"2","20","1127",CHAPELLE,KAPELLEKERK,Chapelle,Kapellekerk,148807.00000000000,170093.00000000000,B,"48",ANNEESSENS,7241.415
048b,"2","21","3630",GRAND SABLON,GROTE ZAVEL,Grand Sablon,Grote Zavel,148971.39999999999,170197.89999999999,B,"48",ANNEESSENS,7501.278
048b,"2","22","1781",GRAND-PLACE,GROTE MARKT,Grand-Place,Grote Markt,148801.00000000000,170511.00000000000,B,"48",ANNEESSENS,7929.381
048b,"2","23","2744",MANNEKEN-PIS,MANNEKEN-PIS,Manneken-Pis,Manneken-Pis,148630.00000000000,170594.00000000000,B,"48",ANNEESSENS,8160.816
048b,"2","24","2737",ROUPPE,ROUPPE,Rouppe,Rouppe,148334.00000000000,170309.00000000000,B,"48",ANNEESSENS,8625.657
048b,"2","25","2733",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148394.00000000000,170476.00000000000,B,"48",ANNEESSENS,8837.521
049b,"2","1","1288",SIMONIS,SIMONIS,Simonis,Simonis,147315.00000000000,172547.00000000000,B,"49",GARE DU MIDI,0.000
049b,"2","2","1184",LIBERTE,VRIJHEID,Liberté,Vrijheid,146968.79999999999,172486.10000000001,B,"49",GARE DU MIDI,376.867
049b,"2","3","1182",SIPPELBERG,SIPPELBERG,Sippelberg,Sippelberg,146704.00000000000,172399.00000000000,B,"49",GARE DU MIDI,656.123
049b,"2","4","1197",BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146297.00000000000,172331.00000000000,B,"49",GARE DU MIDI,1098.582
049b,"2","5","2511",CIM. DE MOLENBEEK,BEGR. MOLENBEEK,Cimetière de Molenbeek,Begraafplaats van Molenbeek,145951.00000000000,172028.00000000000,B,"49",GARE DU MIDI,1635.666
049b,"2","6","2512",LEROY,LEROY,Leroy,Leroy,145787.00000000000,171842.00000000000,B,"49",GARE DU MIDI,1883.989
049b,"2","7","2513",CANDRIES,CANDRIES,Candries,Candries,145586.00000000000,171624.00000000000,B,"49",GARE DU MIDI,2180.593
049b,"2","8","2514",MACHTENS,MACHTENS,Machtens,Machtens,145191.00000000000,171264.00000000000,B,"49",GARE DU MIDI,2740.794
049b,"2","9","2522",PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145043.00000000000,170655.00000000000,B,"49",GARE DU MIDI,3379.525
049b,"2","10","2536",PETERBOS,PETERBOS,Peterbos,Peterbos,144861.00000000000,170337.00000000000,B,"49",GARE DU MIDI,3769.071
049b,"2","11","1207",PAULSEN,PAULSEN,Paulsen,Paulsen,145192.00000000000,170343.00000000000,B,"49",GARE DU MIDI,4171.559
049b,"2","12","2532",JAKOB SMITS,JAKOB SMITS,Jakob Smits,Jakob Smits,145401.00000000000,170118.00000000000,B,"49",GARE DU MIDI,4493.489
049b,"2","13","2533",BEAUTE,SCHOONHEID,Beauté,Schoonheid,145587.00000000000,169911.00000000000,B,"49",GARE DU MIDI,4776.836
049b,"2","14","2534",BROEREN,BROEREN,Broeren,Broeren,145852.00000000000,169833.00000000000,B,"49",GARE DU MIDI,5060.177
049b,"2","15","3709",RESISTANCE,VERZET,Résistance,Verzet,145966.00000000000,169542.00000000000,B,"49",GARE DU MIDI,5648.162
049b,"2","16",2535B,SAINT-GUIDON,SINT-GUIDO,Saint-Guidon,Sint-Guido,145527.00000000000,169357.00000000000,B,"49",GARE DU MIDI,6139.108
049b,"2","17","2323",MEIR,MEIR,Meir,Meir,145355.00000000000,169181.00000000000,B,"49",GARE DU MIDI,6389.519
049b,"2","18",6484B,VEEWEYDE,VEEWEIDE,Veeweyde,Veeweide,145205.10000000001,168815.70000000001,B,"49",GARE DU MIDI,6848.710
049b,"2","19","2225",ARISTIDE BRIAND,ARISTIDE BRIAND,Aristide Briand,Aristide Briand,145392.00000000000,168711.00000000000,B,"49",GARE DU MIDI,7285.374
049b,"2","20","2226",VAN KALKEN,VAN KALKEN,van Kalken,van Kalken,145499.60000000001,168464.00000000000,B,"49",GARE DU MIDI,7613.448
049b,"2","21","3682",DIGUE DU CANAL,VAARTDIJK,Digue du Canal,Vaartdijk,145893.00000000000,168154.00000000000,B,"49",GARE DU MIDI,8156.674
049b,"2","22","2523",ILE SAINTE-HELENE,EILAND ST-HELENA,Île Sainte-Hélène,Eiland Sint-Helena,146324.00000000000,168095.00000000000,B,"49",GARE DU MIDI,8592.504
049b,"2","23","2524",CHARROI,GERIJ,Charroi,Gerij,146751.00000000000,167987.00000000000,B,"49",GARE DU MIDI,9066.894
049b,"2","24","5159",WIELS,WIELS,Wiels,Wiels,147011.00000000000,168273.00000000000,B,"49",GARE DU MIDI,9515.294
049b,"2","25","5757",ORBAN,ORBAN,Orban,Orban,147093.00000000000,168539.00000000000,B,"49",GARE DU MIDI,9795.926
049b,"2","26","2672",IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147321.00000000000,168843.00000000000,B,"49",GARE DU MIDI,10176.790
049b,"2","27","2670",AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147471.00000000000,169030.00000000000,B,"49",GARE DU MIDI,10416.532
049b,"2","28","2671",SUEDE,ZWEDEN,Suède,Zweden,147700.00000000000,169311.00000000000,B,"49",GARE DU MIDI,10779.019
049b,"2","29","2500",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147775.00000000000,169607.00000000000,B,"49",GARE DU MIDI,11166.428
050b,"2","1","9658",LOT STATION,LOT STATION,Lot Station,Lot Station,143295.00000000000,161711.00000000000,B,"50",GARE DU MIDI,0.000
050b,"2","2","9659",STATION LOT,STATION LOT,Station Lot,Station Lot,143383.00000000000,161840.00000000000,B,"50",GARE DU MIDI,637.674
050b,"2","3","9677",WATERBURY,WATERBURY,Waterbury,Waterbury,143675.00000000000,162318.00000000000,B,"50",GARE DU MIDI,1224.842
050b,"2","4","9678",BEKA,BEKA,Beka,Beka,143834.00000000000,162617.00000000000,B,"50",GARE DU MIDI,1563.533
050b,"2","5","9679",VOETBALCLUB,VOETBALCLUB,Voetbalclub,Voetbalclub,144186.00000000000,163236.00000000000,B,"50",GARE DU MIDI,2279.861
050b,"2","6","9680",KAPEL RUISBROEK,KAPEL RUISBROEK,Kapel Ruisbroek,Kapel Ruisbroek,144377.00000000000,163437.00000000000,B,"50",GARE DU MIDI,2557.572
050b,"2","7","9685",SPORTCENTRUM,SPORTCENTRUM,Sportcentrum,Sportcentrum,144666.00000000000,163753.00000000000,B,"50",GARE DU MIDI,2987.164
050b,"2","8","9682",RUISBROEK CENTRUM,RUISBROEK CENTRUM,Ruisbroek Centrum,Ruisbroek Centrum,144879.00000000000,163999.00000000000,B,"50",GARE DU MIDI,3313.443
050b,"2","9","9683",KERK RUISBROEK,KERK RUISBROEK,Kerk Ruisbroek,Kerk Ruisbroek,145119.00000000000,164432.00000000000,B,"50",GARE DU MIDI,3841.962
050b,"2","10","2659",GILSON,GILSON,Gilson,Gilson,145620.00000000000,164922.00000000000,B,"50",GARE DU MIDI,4904.279
050b,"2","11","2661",RUE LONGUE,LANGESTRAAT,Rue Longue,Langestraat,145851.00000000000,165153.00000000000,B,"50",GARE DU MIDI,5230.964
050b,"2","12",2662B,UCCLE SPORT,UKKEL SPORT,Uccle Sport,Ukkel Sport,146077.00000000000,165341.00000000000,B,"50",GARE DU MIDI,5527.200
050b,"2","13","2663",NEERSTALLE,NEERSTALLE,Neerstalle,Neerstalle,146374.00000000000,165650.00000000000,B,"50",GARE DU MIDI,6034.074
050b,"2","14","2669",BEMPT,BEMPT,Bempt,Bempt,146260.00000000000,165796.00000000000,B,"50",GARE DU MIDI,6221.275
050b,"2","15","2665",MAX WALLER,MAX WALLER,Max Waller,Max Waller,146172.00000000000,166241.00000000000,B,"50",GARE DU MIDI,6742.530
050b,"2","16","5152",SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146421.00000000000,166678.00000000000,B,"50",GARE DU MIDI,7256.913
050b,"2","17","5161",FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146476.00000000000,166789.00000000000,B,"50",GARE DU MIDI,7381.183
050b,"2","18","1085",BERVOETS,BERVOETS,Bervoets,Bervoets,146598.50000000000,167448.50000000000,B,"50",GARE DU MIDI,8067.558
050b,"2","19","2524",CHARROI,GERIJ,Charroi,Gerij,146751.00000000000,167987.00000000000,B,"50",GARE DU MIDI,8675.419
050b,"2","20","5159",WIELS,WIELS,Wiels,Wiels,147011.00000000000,168273.00000000000,B,"50",GARE DU MIDI,9123.819
050b,"2","21","5757",ORBAN,ORBAN,Orban,Orban,147093.00000000000,168539.00000000000,B,"50",GARE DU MIDI,9404.452
050b,"2","22","2672",IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147321.00000000000,168843.00000000000,B,"50",GARE DU MIDI,9785.316
050b,"2","23","2670",AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147471.00000000000,169030.00000000000,B,"50",GARE DU MIDI,10025.057
050b,"2","24","2671",SUEDE,ZWEDEN,Suède,Zweden,147700.00000000000,169311.00000000000,B,"50",GARE DU MIDI,10387.544
050b,"2","25","2500",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147775.00000000000,169607.00000000000,B,"50",GARE DU MIDI,10774.953
052b,"2","1","2732",FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146874.50000000000,166601.79999999999,B,"52",GARE CENTRALE,0.108
052b,"2","2",2616B,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146809.10000000001,166585.50000000000,B,"52",GARE CENTRALE,156.598
052b,"2","3",2939B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146589.29999999999,166541.00000000000,B,"52",GARE CENTRALE,407.854
052b,"2","4","5152",SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146421.00000000000,166678.00000000000,B,"52",GARE CENTRALE,697.687
