"Time";"LineID";"DirectionID";"DistanceFromPoint";"PointID "
1631697784104;54;1072;0;01:29:40
1631697784104;54;1072;36;01:48:57
1631697784104;54;1780;0;01:17:52
1631697784104;54;1780;227;01:49:19
1631697784104;54;1072;227;01:48:51
1631697784104;54;1780;0;01:17:52
1631697784104;54;1072;0;01:29:40
1631697784104;55;9943;207;01:08:56
1631697784104;55;529;46;02:36:42
1631697784104;55;9943;0;02:29:22
1631697784104;55;9943;0;01:08:49
1631697784104;55;9943;224;02:36:05
1631697784104;55;529;1;02:36:45
1631697784104;55;529;227;02:29:21
1631697784104;55;529;437;02:35:14
1631697784104;55;529;245;02:36:45
1631697784104;55;529;229;02:35:10
1631697784104;55;9943;0;01:48:20
1631697784104;55;9943;0;02:37:47
1631697784104;56;2378;0;01:24:34
1631697784104;56;1474;60;01:34:57
1631697784104;56;1474;5;01:47:03
1631697784104;56;1474;941;01:39:37
1631697784104;56;2378;99;01:48:18
1631697784104;56;2378;44;01:34:43
1631697784104;56;2378;425;01:33:09
1631697784104;56;1474;0;01:39:39
1631697784104;57;3001;19;01:38:46
1631697784104;57;1083;0;01:50:07
1631697784104;58;2831;0;02:35:40
1631697784104;58;9751;36;02:47:39
1631697784104;58;9751;34;01:47:11
1631697784104;58;2831;75;03:42:34
1631697784104;58;9751;78;02:39:27
1631697784104;58;9751;0;01:47:11
1631697784104;58;2831;0;03:42:31
1631697784104;58;9751;173;02:47:39
1631697784104;58;9751;394;03:42:57
1631697784104;58;9751;0;01:47:11
1631697784104;58;2831;102;02:36:01
1631697784104;59;3130;0;01:52:55
1631697784104;59;3125;56;01:51:54
1631697784104;59;3125;45;01:51:46
1631697784104;59;3130;470;01:35:06
1631697784104;59;3130;0;01:52:05
1631697784104;59;3130;14;02:57:58
1631697784104;59;3125;0;01:52:00
1631697784104;59;3130;53;01:52:36
1631697784104;59;3125;627;01:34:27
1631697784104;60;2068;0;01:32:57
1631697784104;60;1962;232;01:21:10
1631697784104;60;2068;0;01:45:01
1631697784104;60;1962;0;01:23:45
1631697784104;60;1962;51;01:47:26
1631697784104;60;2068;42;01:23:36
1631697784104;60;1962;0;01:31:52
1631697784104;60;2068;0;01:45:01
1631697784104;60;1962;0;02:55:31
1631697784104;60;2068;40;01:28:59
1631697784104;61;9996;0;01:18:56
1631697784104;61;1900;153;01:19:16
1631697784104;61;9996;74;02:47:15
1631697784104;61;1900;327;01:33:08
1631697784104;61;1900;230;01:26:10
1631697784104;61;2289;0;01:18:56
1631697784104;61;2289;0;02:40:18
1631697784104;61;1900;42;01:51:58
1631697784104;62;3308;38;01:37:21
1631697784104;62;3308;0;01:55:35
1631697784104;62;3334;272;02:27:57
1631697784104;62;3308;501;01:55:17
1631697784104;63;6442;9;01:53:38
1631697784104;63;6442;0;01:56:41
1631697784104;63;6442;0;01:56:41
1631697784104;63;3401;0;01:25:09
1631697784104;63;3274;36;01:54:11
1631697784104;63;6442;24;01:26:11
1631697784104;63;6442;191;02:01:44
1631697784104;64;4952;48;02:47:45
1631697784104;64;3134;476;01:49:55
1631697784104;64;4952;2;01:29:36
1631697784104;64;4952;9;01:48:44
1631697784104;64;3134;0;01:27:34
1631697784104;64;4952;0;01:49:56
1631697784104;64;3134;0;01:27:34
1631697784104;64;3134;38;01:49:36
1631697784104;64;3134;411;02:28:19
1631697784104;64;3134;42;02:47:44
1631697784104;65;3042;121;02:41:21
1631697784104;65;3042;78;01:49:51
1631697784104;65;3042;240;01:35:02
1631697784104;65;3042;390;01:49:50
1631697784104;65;6442;0;01:50:42
1631697784104;65;3042;40;02:46:50
1631697784104;65;3042;42;01:55:54
1631697784104;65;6442;0;01:49:56
1631697784104;65;6442;0;01:50:42
1631697784104;65;6442;61;01:46:35
1631697784104;65;6442;34;02:45:08
1631697784104;65;6442;273;01:54:59
1631697784104;65;6442;40;01:48:28
1631697784104;65;3042;0;01:50:42
1631697784104;65;6442;501;01:48:19
1631697784104;65;6442;256;03:41:41
1631697784104;66;6442;83;01:53:30
1631697784104;66;6442;0;01:54:44
1631697784104;66;3288;44;02:46:04
1631697784104;66;6442;0;01:56:48
1631697784104;66;6442;271;01:46:32
1631697784104;66;3288;38;01:54:32
1631697784104;66;3288;136;01:57:50
1631697784104;70;2934;0;01:32:43
1631697784104;70;1938;371;01:27:30
1631697784104;70;1938;0;02:57:19
1631697784104;70;1938;186;01:49:17
1631697784104;71;3520;54;01:58:37
1631697784104;71;2596;341;01:58:45
1631697784104;71;3520;0;01:43:16
1631697784104;71;3520;0;01:58:40
1631697784104;71;2596;360;01:59:27
1631697784104;71;3520;0;01:43:16
1631697784104;71;3520;34;02:47:24
1631697784104;71;2596;0;01:58:41
1631697784104;71;2596;0;01:49:23
1631697784104;71;2596;118;01:49:23
1631697784104;71;2596;0;01:58:41
1631697784104;71;3520;49;01:58:34
1631697784104;71;3520;209;02:33:31
1631697784104;71;3520;9;01:58:26
1631697784104;71;2596;1;01:59:16
1631697784104;71;2596;335;01:59:27
1631697784104;72;5407;311;01:59:16
1631697784104;74;2417;11;01:40:16
1631697784104;74;2417;279;01:16:55
1631697784104;74;3074;331;01:40:17
1631697784104;74;2417;44;01:43:19
1631697784104;74;3074;731;01:50:46
1631697784104;75;2382;40;01:24:53
1631697784104;75;2382;162;01:39:35
1631697784104;75;1486;44;02:28:17
1631697784104;75;2382;0;01:24:46
1631697784104;75;1486;464;01:24:43
1631697784104;76;1629;0;01:27:18
1631697784104;76;1629;264;01:27:00
1631697784104;76;1638;776;02:57:29
1631697784104;78;3850;0;02:03:34
1631697784104;78;3850;0;01:27:44
1631697784104;78;3850;44;02:03:22
1631697784104;78;7026;267;02:04:20
1631697784104;78;7026;194;01:42:21
1631697784104;79;1474;330;02:05:04
1631697784104;79;1339;339;01:23:24
1631697784104;79;1339;38;01:33:59
1631697784104;79;1474;42;01:34:02
1631697784104;79;1339;0;01:24:34
1631697784104;79;1533;0;01:22:19
1631697784104;80;9946;0;01:30:24
1631697784104;80;9946;406;02:24:06
1631697784104;80;4952;48;01:33:03
1631697784104;80;4952;177;01:52:56
1631697784104;80;4952;0;02:05:04
1631697784104;80;4952;0;03:45:46
1631697784104;80;9946;3;01:52:40
1631697784104;80;9946;188;01:18:33
1631697784104;80;9946;181;02:05:57
1631697784104;80;9946;0;01:30:24
1631697784104;80;4952;52;01:38:07
1631697784104;81;2284;42;01:37:37
1631697784104;81;2284;241;02:47:43
1631697784104;81;3610;0;01:38:06
1631697784104;81;2284;0;02:00:11
1631697784104;81;3610;46;02:41:08
1631697784104;81;2284;78;02:41:49
1631697784104;81;3610;120;01:49:32
1631697784104;81;3610;40;02:00:09
1631697784104;81;3610;38;02:47:42
1631697784104;81;3610;36;02:41:18
1631697784104;81;3610;0;02:00:10
1631697784104;81;2284;46;02:54:17
1631697784104;81;3610;18;02:42:37
1631697784104;81;2284;0;01:58:28
1631697784104;82;4263;38;01:53:50
1631697784104;82;4263;99;01:44:27
1631697784104;82;4263;38;01:44:31
1631697784104;82;4263;0;01:44:23
1631697784104;82;5726;173;02:50:48
1631697784104;82;4263;0;02:35:32
1631697784104;82;5726;0;02:11:02
1631697784104;82;5726;60;01:54:13
1631697784104;82;5726;0;02:11:02
1631697784104;82;5726;97;01:42:28
1631697784104;82;4263;109;01:53:48
1631697784104;82;4263;0;02:25:59
1631697784104;82;5726;0;02:35:21
1631697784104;82;4263;0;02:35:32
1631697784104;82;5726;42;02:06:43
1631697784104;82;5726;42;02:06:47
1631697784104;82;5726;0;02:25:20
1631697784104;82;4263;0;01:21:50
1631697784104;83;2822;295;01:46:55
1631697784104;83;2822;0;02:11:04
1631697784104;83;2845;50;02:10:51
1631697784104;83;2845;0;01:47:02
1631697784104;83;2845;721;01:45:46
1631697784104;83;2822;300;01:29:28
1631697784104;83;2845;225;01:47:33
1631697784104;83;2822;40;01:35:58
1631697784104;83;2845;47;02:08:26
1631697784104;83;2822;0;01:47:25
1631697784104;86;2558;0;01:53:54
1631697784104;86;2558;251;01:54:17
1631697784104;86;2558;4;02:10:53
1631697784104;86;2558;351;01:53:54
1631697784104;86;2558;303;01:54:17
1631697784104;86;3234;498;01:22:30
1631697784104;86;3234;408;01:42:38
1631697784104;87;4014;163;01:21:43
1631697784104;87;1112;0;02:06:54
1631697784104;87;1112;0;02:06:54
1631697784104;87;1112;0;02:06:54
1631697784104;87;1112;0;01:18:32
1631697784104;87;1112;0;02:07:39
1631697784104;87;4014;171;02:16:39
1631697784104;87;4014;469;01:18:19
1631697784104;87;4014;0;02:09:20
1631697784104;87;1112;34;02:17:37
1631697784104;87;1112;145;01:53:59
1631697784104;87;1112;38;02:08:29
1631697784104;88;1727;38;01:28:42
1631697784104;88;2838;183;02:11:07
1631697784104;88;2838;70;01:24:26
1631697784104;88;1727;766;01:47:10
1631697784104;88;2838;59;01:28:52
1631697784104;88;1727;0;01:47:57
1631697784104;88;1727;0;02:11:06
1631697784104;88;1727;0;01:47:08
1631697784104;88;1727;0;01:28:47
1631697784104;89;3347;0;02:16:35
1631697784104;89;1261;0;01:46:21
1631697784104;89;3347;30;01:45:48
1631697784104;89;1261;187;01:18:37
1631697784104;89;1261;40;01:20:59
1631697784104;89;1261;0;01:55:47
1631697784104;89;1261;213;01:43:15
1631697784104;89;3347;1;01:54:19
1631697784104;92;6934;0;02:23:45
1631697784104;92;5320;5;02:36:05
1631697784104;92;5320;327;02:45:59
1631697784104;92;5020;0;02:28:35
1631697784104;92;5020;1;01:47:56
1631697784104;92;6424;0;02:55:56
1631697784104;92;5020;318;02:45:12
1631697784104;92;5320;0;02:24:24
1631697784104;92;6934;205;02:55:31
1631697784104;92;5320;0;02:45:54
1631697784104;92;6424;0;02:55:34
1631697784104;92;5020;59;02:23:36
1631697784104;92;5020;48;02:46:52
1631697784104;92;5020;0;02:28:35
1631697784104;92;5320;0;02:24:24
1631697784104;92;5320;42;02:24:26
1631697784104;92;5020;0;02:28:35
1631697784104;92;6424;0;02:55:34
1631697784104;93;5474;47;02:45:57
1631697784104;93;5474;0;01:17:39
1631697784104;93;1058;352;02:48:24
1631697784104;93;1058;174;02:30:06
1631697784104;93;1058;497;02:42:02
1631697784104;93;5474;42;02:31:07
1631697784104;93;5474;68;02:08:38
1631697784104;93;5474;293;02:45:52
1631697784104;93;1058;2;02:45:13
1631697784104;93;5474;76;01:45:26
1631697784104;93;5474;44;02:29:58
1631697784104;93;5474;166;01:47:59
1631697784104;93;1058;0;02:40:14
1631697784104;93;1058;1;02:30:03
1631697784104;93;1058;0;02:40:12
1631697784104;95;4318;0;02:58:24
1631697784104;95;7104;36;02:12:42
1631697784104;95;4318;0;02:58:24
1631697784104;95;7104;324;01:33:01
1631697784104;95;4318;0;02:11:43
1631697784104;95;7104;38;01:29:36
1631697784104;95;4318;40;02:11:53
1631697784104;95;7104;40;02:12:39
1631697784104;95;4318;598;02:57:46
1631697784104;95;4318;587;02:45:54
1631697784104;95;4318;39;02:11:46
1631697784104;95;4318;0;02:58:24
1631697784104;95;7104;283;01:24:15
1631697784104;95;4318;118;02:11:50
1631697784104;95;4318;0;02:58:24
1631697784104;95;7104;0;02:12:31
1631697784104;97;9972;0;02:35:20
1631697784104;97;6361;93;01:45:09
1631697784104;97;9972;0;02:47:08
1631697784104;97;6361;57;02:26:15
1631697784104;97;9972;0;02:25:19
1631697784104;97;6361;0;01:45:08
1631697784104;97;6361;44;02:24:28
1631697784104;97;6361;70;01:44:29
1631697784104;97;6361;0;01:45:08
1631697784104;98;1951;0;01:39:44
1631697784104;98;2382;0;01:32:31
1631697784104;98;2382;0;01:32:31
1631697784104;98;2382;56;02:39:24
