"Line","Variance","From","To","Speed Average"
17,0,"4349","4342",14.352791063024709
17,0,"4342","4289",12.242293603569932
17,0,"4289","4288",15.639691831089138
17,0,"4288","4290",23.716568553612056
17,0,"4290","1472",12.657602739984958
17,0,"1472","4319",11.369999356038319
17,0,"4319","9059",19.17119378060987
17,1,"9059","4287",
17,1,"4287","4292",
17,1,"4292","4341",
17,1,"4341","4351",
17,1,"4351","4348",
17,1,"4348","4355",
17,1,"4355","1455",
17,1,"1455","4357",
17,1,"4357","4358",
17,1,"4358","4293",
17,1,"4293","4294",
17,1,"4294","4295",
17,1,"4295","4296",
17,1,"4296","4297",
19,0,"5104F","5103",8.80310098216649
19,0,"5103","5102F",20.738222030511984
19,0,"5102F","5105F",13.167999619956268
19,0,"5105F","1306F",14.530462499637538
19,0,"1306F","1094F",19.237988039377
19,0,"1094F","1064",16.698498379305686
19,0,"1064","1111",13.280844258791815
19,0,"1111","5108",17.5369652368861
19,0,"5108","5109",13.635816751819908
19,0,"5109","0471",14.417010776976342
19,0,"0471","6864F",17.825097755271926
19,0,"6864F","6865F",10.80458762243153
19,0,"6865F","6866F",15.182543368828979
19,0,"6866F","6867F",15.972394828119844
19,0,"6867F","6869G",12.960806851260518
19,0,"6869G","2805F",11.816086168836764
19,0,"2805F","5081F",16.345009874738757
19,0,"5081F","5082",14.249093833858897
19,0,"5082","4958F",15.919954565272487
19,0,"4958F","2636F",20.02275389600121
19,0,"2636F","5086F",23.721790625333607
19,1,"5001F","2637F",19.137903377722544
19,1,"2637F","4955F",17.612330379211983
19,1,"4955F","5003",15.805884934320483
19,1,"5003","5010",12.522868313903212
19,1,"5010","2869",9.880826109126058
19,1,"2869","6800F",14.084057316962006
19,1,"6800F","6803F",16.639029082666
19,1,"6803F","6804F",11.020020737111361
19,1,"6804F","1014F",12.378427229326027
19,1,"1014F","6805F",14.751890985130963
19,1,"6805F","0472",11.045164825420487
19,1,"0472","5165",15.51981898027335
19,1,"5165","5166",8.728527569321853
19,1,"5166","5172F",14.43667360830721
19,1,"5172F","1199F",16.02002146050989
19,1,"1199F","1236F",17.52377743963162
19,1,"1236F","1307F",13.223463759401387
19,1,"1307F","5168F",17.28571913198037
19,1,"5168F","5174F",16.443998731300404
19,1,"5174F","5170",22.113542962842953
19,1,"5170","5169F",
20,0,"1142","1102",45.49394588281097
20,0,"1102","4598",0.0
20,0,"4598","1095",0.0
20,0,"1095","1105",0.015195603591753499
20,0,"1105","1306",9.86406457486015
20,0,"1306","1118B",17.128602367392904
20,0,"1118B","1119",14.973664065234308
20,0,"1119","1096",3.085432978847034
20,0,"1096","1097",12.61272802043879
20,0,"1097","2073",10.900470900977295
20,0,"2073","2081",11.01983502601699
20,0,"2081","4111",11.482771198973843
20,0,"4111","1792",11.390633096300192
20,0,"1792","5013B",12.36993794850023
20,0,"5013B","1351",13.111571373620123
20,0,"1351","1349",10.340599658220345
20,0,"1349","1016",9.817538292901382
20,0,"1016","1024",11.337818788927487
20,0,"1024","1083",9.72636182152675
20,0,"1083","1900",27.5751733448752
20,1,"1900","1030",4.083328505884224
20,1,"1030","1052",10.117148363845857
20,1,"1052","1051",10.353115371616896
20,1,"1051","1348",13.377345739148932
20,1,"1348","1350",12.757626367467084
20,1,"1350","4213",11.037629123272662
20,1,"4213","4214",12.919416575558369
20,1,"4214","1793",10.456508425258738
20,1,"1793","2082",11.537173471176162
20,1,"2082","2072",13.439860340996074
20,1,"2072","1197",12.10073518763819
20,1,"1197","1198",15.23478507380456
20,1,"1198","1120",17.397088006640125
20,1,"1120","4066",14.269422002584662
20,1,"4066","1307",10.00118570033858
20,1,"1307","1190",
20,1,"1190","1209",0.0
20,1,"1209","4661B",
20,1,"4661B","1193",
20,1,"1193","1194",
21,0,"3201","3199",19.283074733532583
21,0,"3199","3203",25.09691384346276
21,0,"3203","3204",19.888358104692294
21,0,"3204","3214",17.803134611003852
21,0,"3214","2924",14.993756924866242
21,0,"2924","3361",12.310837466295952
21,0,"3361","3425",13.419863023541408
21,0,"3425","3458",14.528668798137174
21,0,"3458","3466",14.094964490320587
21,0,"3466","2695",16.575329756561867
21,0,"2695","3468",16.56930129763969
21,0,"3468","4500",17.50636196441959
21,0,"4500","4505",17.800241971124695
21,0,"4505","3904",16.403409716525115
21,0,"3904","3905",16.8480809982602
21,0,"3905","3911",15.311012283384178
21,0,"3911","6454",13.890804793531043
21,0,"6454","1563",13.979425439607654
21,0,"1563","3216",12.362003650192333
21,0,"3216","3707",12.770919714010919
21,0,"3707","1463",14.722039009875466
21,0,"1463","1464",10.061201069814633
21,0,"1464","1270B",9.822724729828408
21,0,"1270B","1476",13.143690569222517
21,0,"1476","1497B",16.767089815488625
21,0,"1497B","1160",7.073349436488564
21,0,"1160","1162C",26.866173598325556
21,1,"1262B","1132",7.730972216931375
21,1,"1132","1133",16.984757379674583
21,1,"1133","1416",11.975394805217686
21,1,"1416","2083",12.360269133992976
21,1,"2083","1402B",17.376052860784817
21,1,"1402B","1419",17.28948470239332
21,1,"1419","1403",14.621465849104915
21,1,"1403","3251",17.226736601102967
21,1,"3251","1516",16.127669694545506
21,1,"1516","6451",8.586628237990357
21,1,"6451","6448",18.00113892485254
21,1,"6448","3956",21.94140042997429
21,1,"3956","3957",21.053381887228227
21,1,"3957","3961",19.430597575330722
21,1,"3961","4558",22.004451468301777
21,1,"4558","4555",22.118399996185296
21,1,"4555","4556",24.19689297029624
21,1,"4556","3450",20.336246952169592
21,1,"3450","3404",19.410098487366724
21,1,"3404","3424",10.955604125413561
21,1,"3424","3306",18.796369479029277
21,1,"3306","3420",11.178337004965831
21,1,"3420","1893",34.20477700294666
21,1,"1893","3279",
21,1,"3279","3280",
21,1,"3280","3201",
25,0,"5451F","5459F",18.217387722974575
25,0,"5459F","5460F",20.543438679172823
25,0,"5460F","5461F",20.223857360619252
25,0,"5461F","5462F",14.504756287440754
25,0,"5462F","5468",7.867900793233081
25,0,"5468","3480",12.445611540322288
25,0,"3480","5264F",9.606785094931508
25,0,"5264F","5261",23.27736626034232
25,0,"5261","5265F",6.711930338408962
25,0,"5265F","5267",16.578866898854915
25,0,"5267","5352",22.98988697666226
25,0,"5352","0906",19.71347040084769
25,0,"0906","0806",16.653715674549247
25,0,"0806","0816",36.41981920211241
25,0,"0816","0826",7.221917555921202
25,0,"0826","2241G",18.55574569491265
25,0,"2241G","6258",19.578042241939432
25,0,"6258","3308F",24.79773932695364
25,0,"3308F","3309F",
25,0,"3309F","6419F",3.1066674210225576
25,0,"6419F","6260F",8.363506133693345
25,0,"6260F","2726F",10.418406858773169
25,0,"2726F","5714",10.726975059427827
25,0,"5714","0521",13.010211309590801
25,0,"0521","0539",23.129506851600407
25,1,"0539","0536",13.185907750935598
25,1,"0536","5762",
25,1,"5762","2720F",
25,1,"2720F","6201F",
25,1,"6201F","6202",
25,1,"6202","6203F",
25,1,"6203F","3360F",2.3550623072309422
25,1,"3360F","6204",15.962908042589515
25,1,"6204","2242F",5.648533574387548
25,1,"2242F","2246F",17.33051053715801
25,1,"2246F","0821",19.369152244939944
25,1,"0821","0811",28.410964195159657
25,1,"0811","0801",29.655204747867653
25,1,"0801","0901",16.508829141838667
25,1,"0901","5312",12.788823136504389
25,1,"5312","5311",25.44330050094382
25,1,"5311","5266F",19.153469118843653
25,1,"5266F","5205",18.54676260906677
25,1,"5205","5200F",1.8616433537142663
25,1,"5200F","2397F",
25,1,"2397F","5407F",
25,1,"5407F","5413F",
25,1,"5413F","5414F",
25,1,"5414F","5415F",
25,1,"5415F","5416F",
27,0,"1262B","1132",8.438557127589707
27,0,"1132","1133",15.325649457382697
27,0,"1133","1134",20.4077293784368
27,0,"1134","1135",4.098673535227093
27,0,"1135","1136",16.600450536553772
27,0,"1136","2283",15.553650155716072
27,0,"2283","1113",9.488214963465966
27,0,"1113","1139",10.663940899631884
27,0,"1139","1140",15.449165356364922
27,0,"1140","1141",14.204202097395278
27,0,"1141","1138",19.13276427790082
27,0,"1138","1522",16.028027546011163
27,0,"1522","3899",2.366843615380416
27,0,"3899","3900",18.6804719676916
27,0,"3900","2430",13.819447183199934
27,0,"2430","3920",14.03142689189595
27,0,"3920","3902",17.864848086292813
27,0,"3902","3903",8.887802273078506
27,0,"3903","2429",7.0951985484872235
27,1,"2429","3958",14.439594388882814
27,1,"3958","3959",15.492154780931218
27,1,"3959","3962",15.328067707346495
27,1,"3962","2431",14.89422313735117
27,1,"2431","3909",18.54424755517776
27,1,"3909","3910",13.371458659886088
27,1,"3910","3919",13.940289746655072
27,1,"3919","1150",16.08233676112014
27,1,"1150","1152",13.047215493549476
27,1,"1152","1153",13.149626553078928
27,1,"1153","1154",13.534945054629567
27,1,"1154","2287",14.614235570097081
27,1,"2287","1156",11.729575463810058
27,1,"1156","1157",19.63124167660355
27,1,"1157","1158",13.3930727893392
27,1,"1158","1476",11.964058067839813
27,1,"1476","1497B",15.515835986032744
27,1,"1497B","1160",6.744805595300972
27,1,"1160","1162C",26.750345796824888
28,0,"2919","6021",14.28815293742835
28,0,"6021","1403",9.3086824256302
28,0,"1403","1404",10.147147716948618
28,0,"1404","6449",8.990058547444711
28,0,"6449","1406",21.076981307879965
28,0,"1406","1424",11.992828801759403
28,0,"1424","1140",11.987349865444548
28,0,"1140","1141",12.352604508074203
28,0,"1141","1408",12.931632681348205
28,0,"1408","6476",7.89594474059572
28,0,"6476","1410",16.79786543417557
28,0,"1410","1421",13.620567167700287
28,0,"1421","1412",9.55298161509579
28,0,"1412","1422",13.349817981625355
28,0,"1422","1423",13.108796060646943
28,0,"1423","1415",14.575727886365048
28,0,"1415","1831",12.901976018223138
28,0,"1831","1830",7.256515916423727
28,1,"1830","1832",10.541428765818607
28,1,"1832","1833B",25.2989913266945
28,1,"1833B","1451",0.0
28,1,"1451","1450",9.212165013099202
28,1,"1450","1454",
28,1,"1454","1449",
28,1,"1449","1456",0.0
28,1,"1456","6477",21.75640067036226
28,1,"6477","1458",16.86865068700861
28,1,"1458","1152",1.4601029304794608
28,1,"1152","1153",8.097968178510676
28,1,"1153","1459",10.183769617172631
28,1,"1459","1460",11.448075095321968
28,1,"1460","6450",10.45278474008016
28,1,"6450","1462",
28,1,"1462","6055",
28,1,"6055","6056",
28,1,"6056","2919",
29,0,"2594","1820",11.686929416820533
29,0,"1820","2296",10.226686705485832
29,0,"2296","6445",8.939399227052288
29,0,"6445","3072",9.599825726644891
29,0,"3072","3353",10.209684065618031
29,0,"3353","3354",8.359356034506218
29,0,"3354","1508",8.32495056888018
29,0,"1508","1509",11.753087044366904
29,0,"1509","2680",13.60215347248792
29,0,"2680","1512",11.313390282338194
29,0,"1512","1513",9.646205131260759
29,0,"1513","1514",12.057382655562373
29,0,"1514","1515",11.731832882072283
29,0,"1515","1516",14.389071039824843
29,0,"1516","6451",10.958629527608588
29,0,"6451","1518",17.502363328391983
29,0,"1518","1519",17.348343008596757
29,0,"1519","1520",15.869767433849445
29,0,"1520","1521",15.546457610532988
29,0,"1521","1522",13.7414458801798
29,0,"1522","3899",12.964701972172264
29,0,"3899","1529",15.444479713825867
29,0,"1529","1379",13.888503752217442
29,0,"1379","1540",17.41712844253291
29,0,"1540","1525",16.3893801698968
29,0,"1525","1526",14.384001579262932
29,0,"1526","1527",10.385501787203436
29,0,"1527","1528",7.566753917882658
29,1,"1528","1552",14.040134102710566
29,1,"1552","1553",17.019514147821575
29,1,"1553","1554",15.00474281226499
29,1,"1554","1550",14.882424226341632
29,1,"1550","1385",16.26434653569928
29,1,"1385","1578",17.787023517473877
29,1,"1578","3910",16.72916465353409
29,1,"3910","1557",17.512811551901923
29,1,"1557","1558",17.2946042710529
29,1,"1558","1559",14.666833800738468
29,1,"1559","1560",13.09747574838464
29,1,"1560","1561",15.570447083967574
29,1,"1561","6454",14.269297083084373
29,1,"6454","1563",14.071315039121954
29,1,"1563","3216",11.766816146348829
29,1,"3216","1565",11.794674093363408
29,1,"1565","1566",12.214431325039698
29,1,"1566","1567",14.410305607938566
29,1,"1567","1568",19.31517877392114
29,1,"1568","3219",6.3499748395254665
29,1,"3219","1569B",6.869847493874839
29,1,"1569B","1570",7.74452125437398
29,1,"1570","1571",8.839532699683854
29,1,"1571","3358",15.327908483974447
29,1,"3358","3359",9.960633987107839
29,1,"3359","3062",5.689849626052044
29,1,"3062","6442",5.999671183641565
29,1,"6442","6447",8.838418743075621
29,1,"6447","2301",11.089126993423355
29,1,"2301","2595",15.723331010922367
29,1,"2595","2594",
32,0,"5041F","5361F",
32,0,"5361F","2902",
32,0,"2902","2903F",
32,0,"2903F","5872",
32,0,"5872","5802",
32,0,"5802","5803G",
32,0,"5803G","5804G",
32,0,"5804G","5805",
32,0,"5805","5710F",
32,0,"5710F","5711F",
32,0,"5711F","2876F",
32,0,"2876F","2726F",
32,0,"2726F","5714",
32,0,"5714","0531",
32,0,"0531","0511",
32,0,"0511","0501",
32,0,"0501","0601",
32,0,"0601","0611",
32,0,"0611","0621",
32,0,"0621","0631",
32,0,"0631","2539F",
32,0,"2539F","2544F",
32,0,"2544F","2548F",
32,0,"2548F","5718",
32,0,"5718","5123",
32,0,"5123","5120",
32,0,"5120","5119",
32,0,"5119","2603",
32,0,"2603","2604F",
32,0,"2604F","5121F",
32,0,"5121F","5719H",
32,0,"5719H","5720F",
32,0,"5720F","2608F",
32,0,"2608F","5721G",
32,0,"5721G","5722F",
32,0,"5722F","5723G",
32,0,"5723G","5724",
32,0,"5724","5725",
32,0,"5725","5729",
32,0,"5729","5726F",
32,1,"5732F","5751",
32,1,"5751","5753F",
32,1,"5753F","5754",
32,1,"5754","1258G",
32,1,"1258G","5756F",
32,1,"5756F","2663G",
32,1,"2663G","2669F",
32,1,"2669F","2665F",
32,1,"2665F","5152G",
32,1,"5152G","5161F",
32,1,"5161F","2667F",
32,1,"2667F","2668",
32,1,"2668","5155",
32,1,"5155","5151",
32,1,"5151","5159F",
32,1,"5159F","5757F",
32,1,"5757F","2672F",
32,1,"2672F","2670F",
32,1,"2670F","2671F",
32,1,"2671F","0636",
32,1,"0636","0626",
32,1,"0626","0616",
32,1,"0616","0606",
32,1,"0606","0506",
32,1,"0506","0516",
32,1,"0516","0526",
32,1,"0526","5762",
32,1,"5762","2720F",
32,1,"2720F","2786F",
32,1,"2786F","5765F",
32,1,"5765F","5766",
32,1,"5766","5865",
32,1,"5865","5866",
32,1,"5866","5867F",
32,1,"5867F","5868",
32,1,"5868","5801",
32,1,"5801","2900F",
32,1,"2900F","2901",
32,1,"2901","5362F",
32,1,"5362F","5039",
33,0,"3633C","2212",10.817129229782397
33,0,"2212","2578",10.951911696768226
33,0,"2578","1063",13.487621213407714
33,0,"1063","1127",10.51823195466759
33,0,"1127","1376B",8.467689956676848
33,0,"1376B","1128",9.97616419289103
33,0,"1128","6354B",11.58784971940168
33,0,"6354B","3505",11.210475117687839
33,0,"3505","2177",25.092654413930525
33,1,"2177","3629",14.87578499570863
33,1,"3629","6353",10.679638469484837
33,1,"6353","3630",15.360201463272714
33,1,"3630","1781",12.683368355630948
33,1,"1781","2392",10.013086628661727
33,1,"2392","1707",9.892210465337936
33,1,"1707","3320B",9.887873797900683
33,1,"3320B","3221",17.435322143456812
34,0,"1824","6433",9.259426385834498
34,0,"6433","1729",12.03048124934539
34,0,"1729","1233",9.715306319830493
34,0,"1233","1706",11.762866224288384
34,0,"1706","1728",12.585215518134982
34,0,"1728","1733",13.326695037698128
34,0,"1733","1712",12.865090068724433
34,0,"1712","1713",7.480077230984515
34,0,"1713","1714",11.259541727530936
34,0,"1714","1715",11.681011550074148
34,0,"1715","1716",16.164696625622852
34,0,"1716","2291B",11.763850118986207
34,0,"2291B","1718B",14.80771692371433
34,0,"1718B","1719",17.19124289469641
34,0,"1719","1720B",12.568157214645813
34,0,"1720B","1731",9.655734650417143
34,0,"1731","2725",13.224705684837298
34,0,"2725","2727",13.398490655182831
34,0,"2727","2728",23.115090628311105
34,1,"2728","2752",14.413767117039127
34,1,"2752","2753",11.251387634181555
34,1,"2753","1751",11.185264995583745
34,1,"1751","1756B",15.992137351504082
34,1,"1756B","1757",16.37194381563576
34,1,"1757","1758B",14.99090388618743
34,1,"1758B","2290B",11.64333118262285
34,1,"2290B","1760",15.109993971733985
34,1,"1760","1779",11.547430795436556
34,1,"1779","1762",9.352435410203695
34,1,"1762","1278",4.992828445311256
34,1,"1278","1764",16.658757747794496
34,1,"1764","1777B",15.144334768145432
34,1,"1777B","1769",7.948605573413994
34,1,"1769","1983",11.408973040198102
34,1,"1983","4367B",12.753808087509604
34,1,"4367B","1776",13.251158220247422
34,1,"1776","6432",8.857972373088325
34,1,"6432","4952",15.054280366572828
36,0,"1148C","1802",19.75097839837789
36,0,"1802","1803B",11.814884328910779
36,0,"1803B","1804",12.247085500602015
36,0,"1804","1805",12.84031035717175
36,0,"1805","1806",14.634498516975851
36,0,"1806","1807",12.81607510479535
36,0,"1807","6473",10.489912811069388
36,0,"6473","1809",12.813807127727367
36,0,"1809","1810",14.770354132031061
36,0,"1810","1811",15.887580147909592
36,0,"1811","1812",14.77890609577547
36,0,"1812","1813",14.778984921221962
36,0,"1813","1814B",18.427984094594397
36,0,"1814B","1815",20.408289303255106
36,0,"1815","1816",11.548920241811944
36,0,"1816","5287",10.479290516189797
36,0,"5287","1818",19.792755139648964
36,0,"1818","1819",18.672795772945626
36,0,"1819","1834",15.354779867246105
36,0,"1834","1821",15.826459915428151
36,0,"1821","1822",18.03884444628269
36,0,"1822","1823",15.772897253842503
36,0,"1823","1825",17.133356942211925
36,0,"1825","1826",22.27994101322636
36,0,"1826","1835",15.632782815196693
36,0,"1835","1252",13.875186103146193
36,0,"1252","1828",15.196049384234447
36,0,"1828","1829",12.991654376431853
36,0,"1829","1830",13.936236802518284
36,1,"1830","1846",24.798422417976433
36,1,"1846","1847",17.750502131355216
36,1,"1847","1302",18.32985749828696
36,1,"1302","1840",24.050188259795608
36,1,"1840","1850",22.610912675384377
36,1,"1850","1851",21.137094965859838
36,1,"1851","1852",17.450455267163004
36,1,"1852","1853",9.972603326348368
36,1,"1853","1854",23.06979105813879
36,1,"1854","1841",
36,1,"1841","1856",
36,1,"1856","1857",
36,1,"1857","5273",
36,1,"5273","1859",
36,1,"1859","1860",
36,1,"1860","1861",
36,1,"1861","1862",9.682173966785518
36,1,"1862","1863",17.818400431097576
36,1,"1863","1864",22.008834334043666
36,1,"1864","1865",16.02370545423372
36,1,"1865","1866",19.466600561614012
36,1,"1866","6472",12.554897823864117
36,1,"6472","1868",13.434282167019804
36,1,"1868","1869",15.987780220304417
36,1,"1869","1870",18.473006479988605
36,1,"1870","1871B",19.116918355695923
36,1,"1871B","1872B",13.756900367236742
36,1,"1872B","1873",21.574115686992897
36,1,"1873","1416",
36,1,"1416","1148C",
37,0,"2957","5810",3.3199388821826563
37,0,"5810","5811",11.940686751747535
37,0,"5811","1648",11.512336029164555
37,0,"1648","1649",15.984054229788542
37,0,"1649","1650",14.43042351884173
37,0,"1650","1651",13.015977335515668
37,0,"1651","1943",23.189171144844057
37,0,"1943","1968",18.32630970033218
37,0,"1968","1969",8.716410520651756
37,0,"1969","1251",13.531795386702525
37,0,"1251","4856B",21.67138307792837
37,0,"4856B","4853",16.851442940912865
37,0,"4853","6931B",13.007729299023888
37,0,"6931B","1652",14.201390072069715
37,0,"1652","1736",17.22376259429666
37,0,"1736","2153",22.604532297768895
37,0,"2153","2156",21.912584767757945
37,0,"2156","2157",19.33403255684288
37,0,"2157","2161",25.20197728100104
37,0,"2161","2167",22.136487706592725
37,0,"2167","2168",18.478063199404495
37,0,"2168","1953",16.668911378873986
37,0,"1953","1954",25.60720361267219
37,1,"1628","1944",8.91214251858692
37,1,"1944","1938",17.544139187616846
37,1,"1938","2099",21.497210349450697
37,1,"2099","2112",21.102899257551474
37,1,"2112","2103",18.434418579732256
37,1,"2103","2104",24.587074311757547
37,1,"2104","1630",21.178137466441765
37,1,"1630","1739",13.03700224844806
37,1,"1739","1653",11.034170807646586
37,1,"1653","6956B",15.608420714821971
37,1,"6956B","4804B",20.177740113811524
37,1,"4804B","4857B",19.509328313655594
37,1,"4857B","1250",12.625302155278467
37,1,"1250","1921",16.89888790589689
37,1,"1921","1942",20.040917372035093
37,1,"1942","2355",8.411562976666646
37,1,"2355","1632",16.24375973599872
37,1,"1632","1633",12.684535460037345
37,1,"1633","1636",11.495585887553723
37,1,"1636","5858",13.35286784486363
37,1,"5858","5859",9.23599380751833
37,1,"5859","2934",11.968046778003343
38,0,"6443","3502",16.200871941950847
38,0,"3502","3503",11.242451834241063
38,0,"3503","6433",11.039205193938347
38,0,"6433","1729",11.775832620300624
38,0,"1729","1233",10.39828735853313
38,0,"1233","1906",11.403114130379516
38,0,"1906","1909",11.800975368986172
38,0,"1909","1910",10.624103080053557
38,0,"1910","3122",9.508236530765164
38,0,"3122","1903",13.625153723973375
38,0,"1903","1912",11.781795332352846
38,0,"1912","1913",13.077061445251836
38,0,"1913","1914",9.393191611642388
38,0,"1914","1915",11.422288456465203
38,0,"1915","1916",14.046343287434246
38,0,"1916","1917",13.557031287768513
38,0,"1917","1918",15.44168938343763
38,0,"1918","1919",7.455467302383284
38,0,"1919","1920",14.296544743402817
38,0,"1920","1921",17.74900628774021
38,0,"1921","1942",18.61846500453298
38,0,"1942","4076",30.642043083722932
38,1,"4076","1943",20.19208599451023
38,1,"1943","1968",17.638664693477352
38,1,"1968","1969",9.714822504151003
38,1,"1969","1970",14.796099839932127
38,1,"1970","1971",17.23745515597404
38,1,"1971","1972",13.67830033764896
38,1,"1972","1973",13.56024165857075
38,1,"1973","5255",13.581676668488258
38,1,"5255","1975",15.34936156436741
38,1,"1975","1976",14.199601933726234
38,1,"1976","1977",8.787170159069728
38,1,"1977","1986",13.948495608887539
38,1,"1986","6112",9.206712126691942
38,1,"6112","1980",12.26995589255249
38,1,"1980","1981",12.208698966565327
38,1,"1981","1983",14.10019647383032
38,1,"1983","4367B",12.818157168852947
38,1,"4367B","1776",13.348806739842288
38,1,"1776","6432",6.409509309370811
38,1,"6432","1124",12.236119725264265
38,1,"1124","3567",13.012810657030785
38,1,"3567","3323",15.805784953815936
39,0,"0089","5501",14.332252300515671
39,0,"5501","5502",15.16776093387702
39,0,"5502","5503",21.992958976428454
39,0,"5503","5504",16.382413337496217
39,0,"5504","5281G",10.683070191697208
39,0,"5281G","5507",26.930796577949828
39,0,"5507","5508",19.30305119627457
39,0,"5508","5509",23.095397329990877
39,0,"5509","5510",24.768189368231393
39,0,"5510","5512",13.764632186193078
39,0,"5512","6474F",14.665885844604059
39,0,"6474F","5529",19.168255606808668
39,0,"5529","5532",16.952642526539183
39,0,"5532","5515",24.58559341033431
39,0,"5515","5516",26.57951873994537
39,0,"5516","5517",20.91327400435496
39,0,"5517","5518",26.843316715550696
39,0,"5518","5519",21.522374316752895
39,0,"5519","5520F",33.1261296405539
39,1,"5528F","5521",37.03272563669844
39,1,"5521","5522",27.834178633894567
39,1,"5522","5523",25.82387619692061
39,1,"5523","5524",23.091180298596733
39,1,"5524","5525",23.785186524979448
39,1,"5525","5533",35.4032891851318
39,1,"5533","5530",12.549583698312489
39,1,"5530","6475F",16.174642910930505
39,1,"6475F","5551",22.699825263635496
39,1,"5551","5553",25.220145691098544
39,1,"5553","5554",20.939308615711138
39,1,"5554","5555",6.266818223233859
39,1,"5555","5556",12.192092387460667
39,1,"5556","5273F",29.7973532753459
39,1,"5273F","5559",
39,1,"5559","5560",
39,1,"5560","5561F",
39,1,"5561F","5562",
39,1,"5562","0089",
41,0,"4076","1943",27.749355286179632
41,0,"1943","1968",17.7573028089873
41,0,"1968","1969",9.616732199017713
41,0,"1969","1970",16.843403363744013
41,0,"1970","2714",11.23651575251656
41,0,"2714","2715",12.35427341791914
41,0,"2715","6440",9.916860006420915
41,0,"6440","2721",10.5579348069962
41,0,"2721","5415",4.037610149640891
41,0,"5415","5416",13.36671848391265
41,0,"5416","2074",13.832332365471814
41,0,"2074","2076",15.482184439279134
41,0,"2076","2115",9.66657051892571
41,0,"2115","2080",7.400395012393734
41,0,"2080","4310",7.658901642707395
41,0,"4310","4401",18.340032395885896
41,0,"4401","4402",18.955936946088364
41,0,"4402","4403",15.200739139221678
41,0,"4403","4408",14.297107259232419
41,0,"4408","4405",13.110713669344634
41,0,"4405","3549",18.877163699613387
41,0,"3549","6469",15.681139204213963
41,0,"6469","2046",9.749952963266342
41,0,"2046","1723B",16.391181088028794
41,0,"1723B","1724",11.245999376757648
41,0,"1724","1725",9.494153930195935
41,1,"1725","1752",16.01225312914773
41,1,"1752","1753",10.89491144261713
41,1,"1753","1754",8.0306707891487
41,1,"1754","6468",24.066175352973463
41,1,"6468","4407",10.459234175680848
41,1,"4407","4452",21.804155121477386
41,1,"4452","4449",18.91672797109473
41,1,"4449","4454",9.161582180113308
41,1,"4454","4455",13.460897428393352
41,1,"4455","4456",12.639996855138229
41,1,"4456","4358",18.860793091842655
41,1,"4358","2079",16.033546959677576
41,1,"2079","2107",23.746124997991675
41,1,"2107","2016",11.877950516043512
41,1,"2016","2018",15.342055222877194
41,1,"2018","5451",20.263482494485395
41,1,"5451","5459",20.737791888887834
41,1,"5459","5458",
41,1,"5458","6439",1.4143543243074264
41,1,"6439","2762",7.516448476537039
41,1,"2762","2763",22.592746451880643
41,1,"2763","1920",7.203035639828493
41,1,"1920","1921",13.350034178575019
41,1,"1921","1942",
41,1,"1942","4076",14.882946190283683
42,0,"2015","2029",20.727015541579195
42,0,"2029","2017",11.697578442825987
42,0,"2017","2025",20.44458313604471
42,0,"2025","9851",19.475644246426057
42,0,"9851","2069",17.645372959540936
42,0,"2069","2027",15.479835291114464
42,0,"2027","9853",15.548343448617425
42,0,"9853","2028",17.671548915617812
42,0,"2028","1553",16.595129478431886
42,0,"1553","1554",16.686010512780697
42,0,"1554","1550",15.654574644156638
42,0,"1550","1385",24.002506069266097
42,1,"1383","1540",16.036873936873942
42,1,"1540","1525",
42,1,"1525","1551",
42,1,"1551","2022",
42,1,"2022","1043",
42,1,"1043","2084",
42,1,"2084","2085",
42,1,"2085","9876",
42,1,"9876","2071",
42,1,"2071","2078",
42,1,"2078","2087",
42,1,"2087","2015",
43,0,"4854C","1250",15.87671499004369
43,0,"1250","1921",16.486366557209486
43,0,"1921","1942",20.240822794581877
43,0,"1942","2355",10.112800456003535
43,0,"2355","1984B",9.99635213324817
43,0,"1984B","1926B",17.648010025548302
43,0,"1926B","2165",17.312528544633153
43,0,"2165","5817",12.375012235428295
43,0,"5817","1929",12.88946054480206
43,0,"1929","1937",15.04007351515951
43,0,"1937","1931",20.567664258118974
43,0,"1931","1932",22.17418379064374
43,0,"1932","1933B",11.808790513791314
43,0,"1933B","1939",18.841465390544872
43,0,"1939","1935",13.109643436327916
43,0,"1935","1936",14.908530702453142
43,0,"1936","1944",19.392015990512828
43,0,"1944","1938",16.53546320703348
43,0,"1938","2099",21.464566534172757
43,0,"2099","2112",20.01008318481253
43,0,"2112","2103",19.5960435525044
43,0,"2103","2104",24.121877066758483
43,0,"2104","2116B",26.040725543827534
43,0,"2116B","2117B",21.44923079950934
43,0,"2117B","2118B",12.144944609965036
43,0,"2118B","2119",18.78313359326197
43,0,"2119","2120",19.919662886019285
43,0,"2120","2136",11.755658282800042
43,0,"2136","2137",15.574853979010607
43,0,"2137","2138B",8.907991627907334
43,0,"2138B","2109B",8.407737455520852
43,1,"2109B","2140",29.32170126627696
43,1,"2140","2142",23.636993297342613
43,1,"2142","2143B",23.246103087048766
43,1,"2143B","2144",22.510806614696914
43,1,"2144","2145",27.831419100863513
43,1,"2145","2146",1.5002379345033123
43,1,"2146","2147B",32.01880953624023
43,1,"2147B","2156",9.852075734108855
43,1,"2156","2157",12.219312018183718
