"Line","Variance","From","To","Speed Average"
43,1,"2157","2161",3.796804156790313
43,1,"2161","2167",8.938698905778846
43,1,"2167","2168",11.990552796557184
43,1,"2168","1953",20.47656579133004
43,1,"1953","1954",1.752090331777739
43,1,"1954","1955",12.812162031273164
43,1,"1955","1963",20.96562855703949
43,1,"1963","1957B",18.311911662900933
43,1,"1957B","1958B",14.055279182665245
43,1,"1958B","1959",2.9552792612626066
43,1,"1959","1965",27.74884856849751
43,1,"1965","1961B",0.29144582772256294
43,1,"1961B","1962",9.100778526794755
43,1,"1962","2166",23.185084990585242
43,1,"2166","1964",6.414352587907728
43,1,"1964","1985B",15.504151558588568
43,1,"1985B","4075",9.47703235012138
43,1,"4075","1943",
43,1,"1943","1968",
43,1,"1968","1969",
43,1,"1969","1251",
43,1,"1251","4854C",
44,0,"0089","5501",13.76058546993574
44,0,"5501","5502",15.405726247959393
44,0,"5502","5503",21.94185816970477
44,0,"5503","5504",16.49975312928098
44,0,"5504","5281G",11.960577033790146
44,0,"5281G","5507",27.098959848130164
44,0,"5507","5508",21.32537048927884
44,0,"5508","5601",22.704086329670737
44,0,"5601","5602",30.936532034841168
44,0,"5602","5603",28.648118869494446
44,0,"5603","5604",27.30330398799718
44,0,"5604","5605",19.981158519914178
44,0,"5605","9551",32.62383218918062
44,0,"9551","9553",24.43298081369565
44,0,"9553","9552",21.694084892571297
44,0,"9552","9556",39.43051200685512
44,1,"9557","9575",0.0
44,1,"9575","9577",22.50431071701752
44,1,"9577","9578",
44,1,"9578","5655",
44,1,"5655","5656",
44,1,"5656","5657",
44,1,"5657","5658",
44,1,"5658","5659",
44,1,"5659","5555",
44,1,"5555","5556",
44,1,"5556","5273F",
44,1,"5273F","5559",
44,1,"5559","5560",
44,1,"5560","5561F",
44,1,"5561F","5562",
44,1,"5562","0089",
45,0,"1384","1540",17.877370335151824
45,0,"1540","1525",4.822007810048073
45,0,"1525","1531",6.204633295246111
45,0,"1531","1320",18.54410627358452
45,0,"1320","1533",15.677250785736463
45,0,"1533","1534",11.432199118698476
45,0,"1534","1538B",8.951998705977909
45,0,"1538B","1535",10.302524878789326
45,0,"1535","3402",14.456373233705257
45,0,"3402","3403",5.194361237877018
45,0,"3403","3404",16.40233501406277
45,0,"3404","3424",14.131228314071214
45,0,"3424","3306",11.723969395365822
45,0,"3306","3420",14.003232451534473
45,0,"3420","2982B",11.432992798053052
45,0,"2982B","2900",19.23517963737571
45,0,"2900","2992",1.8410466385553388
45,0,"2992","9292",13.664937351429593
45,1,"9292","2909",14.16424630448851
45,1,"2909","2903",13.14629633909332
45,1,"2903","2910",10.910430692138195
45,1,"2910","2924",12.754338158015326
45,1,"2924","3361",11.305003356465372
45,1,"3361","3425",11.696098541064682
45,1,"3425","3458",14.837940907307877
45,1,"3458","3459",12.277400380944199
45,1,"3459","3460",11.98679422880821
45,1,"3460","3461",8.708461011480093
45,1,"3461","3462",34.391197535864414
45,1,"3462","3463",5.937787029288454
45,1,"3463","1321",17.746184776484466
45,1,"1321","1553",15.889346448709679
45,1,"1553","1554",15.382636977147083
45,1,"1554","1550",15.297901419909218
45,1,"1550","1385",24.098183717146995
46,0,"1201","1203",19.877708421185215
46,0,"1203","1487",14.988998464049782
46,0,"1487","3752",20.9253296426906
46,0,"3752","3751",18.884502585805418
46,0,"3751","3756",15.540420004166762
46,0,"3756","3755",16.334256066762823
46,0,"3755","2319",15.820901589141828
46,0,"2319","2518",11.859999412469408
46,0,"2518","2256B",10.906866323581172
46,0,"2256B","2257B",9.614155247023138
46,0,"2257B","6858C",8.752447497639302
46,0,"6858C","2259",11.952302385036027
46,0,"2259","2260",13.361020555507599
46,0,"2260","2261",10.820562066526515
46,0,"2261","2262",7.489912987883035
46,0,"2262","2405",7.8953260700448915
46,0,"2405","2264",11.368544657802968
46,0,"2264","1894",11.733014541745911
46,0,"1894","2267",13.011919603059344
46,0,"2267","2833",10.779640172945994
46,0,"2833","2269",11.941795692201312
46,0,"2269","2587",12.337376390072151
46,0,"2587","1896",5.055209823149545
46,1,"1896","9025",12.218434730418538
46,1,"9025","2209",16.210913617825607
46,1,"2209","2835",13.514644226960971
46,1,"2835","2211",8.129672386681646
46,1,"2211","2303",6.896780110951731
46,1,"2303","2212",14.212044997307391
46,1,"2212","2213",11.241667898217012
46,1,"2213","2403",9.003088315618825
46,1,"2403","2215",0.45033132001428755
46,1,"2215","2216",15.728407918758105
46,1,"2216","2217",0.6939132744609178
46,1,"2217","2218",13.224739302519263
46,1,"2218","6809",11.675636862166382
46,1,"6809","2220",11.015698557566095
46,1,"2220","2535B",6.938142450843812
46,1,"2535B","2323",19.74686588630758
46,1,"2323","2373",
46,1,"2373","2375",
46,1,"2375","3713",
46,1,"3713","3712",
46,1,"3712","3718",
46,1,"3718","3717",
46,1,"3717","2476",
46,1,"2476","1201",
47,0,"2299","1967",20.87346646365043
47,0,"1967","2312",15.475570597414114
47,0,"2312","1987",15.635359535273533
47,0,"1987","2314",19.15164518458943
47,0,"2314","2315",24.057750823315054
47,0,"2315","2316",31.318291054308812
47,0,"2316","2317",17.783467149905448
47,0,"2317","3064",
47,0,"3064","2330",0.0
47,0,"2330","2829B",0.0
47,0,"2829B","2478",0.749478154466278
47,0,"2478","9608",9.759001230184554
47,0,"9608","9607",19.827699410989847
47,0,"9607","9631",22.039305690944914
47,0,"9631","9626",14.137672608552583
47,0,"9626","9627",10.967976113015492
47,0,"9627","9783",20.05667840027964
47,0,"9783","1143",21.090753989826574
47,0,"1143","1121",16.17404937366016
47,0,"1121","9784B",13.399696717694418
47,1,"9784B","9786",5.734482701478551
47,1,"9786","9787",19.669693339971637
47,1,"9787","2841",44.06991310577241
47,1,"2841","9707",5.321904160291661
47,1,"9707","9605",22.18604019988
47,1,"9605","9606",20.9087467827159
47,1,"9606","9632",8.06606854838709
47,1,"9632","9634",13.361321529615772
47,1,"9634","9635",
47,1,"9635","2352",
47,1,"2352","2329",
47,1,"2329","3002",
47,1,"3002","2358",
47,1,"2358","2359",
47,1,"2359","2360",
47,1,"2360","2361",
47,1,"2361","2362B",
47,1,"2362B","2363",
47,1,"2363","1974",
47,1,"1974","2299",
48,0,"2733","1063",13.773700897719138
48,0,"1063","1167",10.74642792316527
48,0,"1167","1168",13.675179733949026
48,0,"1168","1169",9.407751127774727
48,0,"1169","2780",9.992135092295975
48,0,"2780","2539",12.15757372749112
48,0,"2539","2777",13.366729495770855
48,0,"2777","2774",14.44444027496374
48,0,"2774","2772",13.555083129474728
48,0,"2772","2407",15.723608284363104
48,0,"2407","2408",16.223260354936208
48,0,"2408","2957",9.943629387003808
48,0,"2957","5810",14.16804650287655
48,0,"5810","5811",12.326838835823022
48,0,"5811","2410",13.048794027770661
48,0,"2410","2411B",13.54570835140781
48,0,"2411B","2937B",12.118340188950013
48,0,"2937B","2412",18.278896327597934
48,0,"2412","2633",15.759037760954307
48,0,"2633","2414",12.898018098340332
48,0,"2414","2415",13.38866045927258
48,0,"2415","2452",14.829864769177034
48,0,"2452","2306",11.790482557432581
48,1,"2306","2634",17.68799386937262
48,1,"2634","2455",21.346251218330874
48,1,"2455","2954B",17.50551341117025
48,1,"2954B","2456",12.653463070497873
48,1,"2456","2457",14.550743323678601
48,1,"2457","5858",16.424483747836252
48,1,"5858","5859",13.101599074154562
48,1,"5859","2934",13.157789376621112
48,1,"2934","2459",19.38393267218889
48,1,"2459","2460",18.45102771907989
48,1,"2460","2767",14.715209815478271
48,1,"2767","2773",10.867829567569274
48,1,"2773","2775",20.701119677415175
48,1,"2775","2671",6.811909246188602
48,1,"2671","2778",2.673335289440901
48,1,"2778","2467",6.966232773685804
48,1,"2467","1125",13.46895443454593
48,1,"1125","1126",12.275249037468633
48,1,"1126","1127",5.247578172578415
48,1,"1127","3630",6.419267057304632
48,1,"3630","1781",
48,1,"1781","2744",
48,1,"2744","2737",
48,1,"2737","2733",
49,0,"2531","2539",14.647882654485034
49,0,"2539","2544",15.567390060728254
49,0,"2544","2548",18.1078097221904
49,0,"2548","2553",11.871241768247414
49,0,"2553","2546",14.37463444672868
49,0,"2546","2551",16.87428329392509
49,0,"2551","2556",20.57002154308284
49,0,"2556","3681",13.131381090974996
49,0,"3681","2550",15.24282719852902
49,0,"2550","2252",14.189341655535685
49,0,"2252","6483B",14.855276807423843
49,0,"6483B","2254",13.213595415836885
49,0,"2254","2256B",12.019849509086079
49,0,"2256B","2562B",11.900929047401247
49,0,"2562B","2560",11.75187732334137
49,0,"2560","2561",17.31051546678762
49,0,"2561","1257",13.39575280827541
49,0,"1257","2579",15.514635468972555
49,0,"2579","2564",16.820930346004772
49,0,"2564","2565",21.132615807085617
49,0,"2565","2566B",20.415798924933984
49,0,"2566B","2567",12.10508523392937
49,0,"2567","2568",16.357750793985208
49,0,"2568","1097",16.451209395523243
49,0,"1097","1098",18.865029937021905
49,0,"1098","1172",13.688337054085704
49,0,"1172","1286",4.288159293016485
49,0,"1286","1288",11.760470351142407
49,1,"1288","1184",19.226869543887055
49,1,"1184","1182",15.04869747966295
49,1,"1182","1197",15.206162590519464
49,1,"1197","2511",15.988209309623752
49,1,"2511","2512",13.059512407529715
49,1,"2512","2513",16.786657298290482
49,1,"2513","2514",19.425545532590004
49,1,"2514","2522",16.068432730120936
49,1,"2522","2536",14.910304669891607
49,1,"2536","1207",14.985200366759358
49,1,"1207","2532",14.56343921640304
49,1,"2532","2533",10.716080213091052
49,1,"2533","2534",12.960317345391312
49,1,"2534","3709",11.363812578203568
49,1,"3709","2535B",10.499742427358294
49,1,"2535B","2323",14.115137800201849
49,1,"2323","6484B",13.46308904531854
49,1,"6484B","2225",11.778242954255386
49,1,"2225","2226",13.69736537608389
49,1,"2226","3682",17.211523467848153
49,1,"3682","2523",17.500529477346007
49,1,"2523","2524",13.62217922308314
49,1,"2524","5159",13.936931578141946
49,1,"5159","5757",17.895782062842255
49,1,"5757","2672",18.480368823888146
49,1,"2672","2670",13.145058509554993
49,1,"2670","2671",13.288597754383215
49,1,"2671","2500",16.077627539433042
50,0,"2531","2539",14.16295663559465
50,0,"2539","2544",15.483290193499109
50,0,"2544","2548",18.36095301391401
50,0,"2548","2553",11.906423500375016
50,0,"2553","2546",14.22776143674585
50,0,"2546","2555",16.62371705951811
50,0,"2555","1015",18.186002096249123
50,0,"1015","5915",13.064287722988627
50,0,"5915","5719",13.110199243529944
50,0,"5719","5720",18.018972144682152
50,0,"5720","2608",17.04332040057159
50,0,"2608","5721",14.313193001038476
50,0,"5721","2664",21.761504485825725
50,0,"2664","2609",14.880180146694004
50,0,"2609","2611",13.48889139377157
50,0,"2611","9651",15.963244012829184
50,0,"9651","9652",19.68120373384284
50,0,"9652","9660",18.248933457330406
50,0,"9660","9654",12.769467434741935
50,0,"9654","9655",19.17183175053834
50,0,"9655","9656",4.365509443832537
50,0,"9656","9657",22.384466544559128
50,0,"9657","9658",32.75876866868757
50,1,"9658","9659",18.59338319485964
50,1,"9659","9677",32.60503462271162
50,1,"9677","9678",26.97867484899368
50,1,"9678","9679",27.30715710685454
50,1,"9679","9680",17.81448066410533
50,1,"9680","9685",17.47651428216119
50,1,"9685","9682",16.68843068525441
50,1,"9682","9683",12.270304467244332
50,1,"9683","2659",15.50184422724792
50,1,"2659","2661",19.173704637314522
50,1,"2661","2662B",17.90553404022712
50,1,"2662B","2663",14.862440784559316
50,1,"2663","2669",16.016944378160236
50,1,"2669","2665",15.52200798043048
50,1,"2665","5152",10.853386983309926
50,1,"5152","5161",14.324951358797769
50,1,"5161","1085",17.045366160357585
50,1,"1085","2524",15.581888012569433
50,1,"2524","5159",14.578495985273223
50,1,"5159","5757",18.927218861983558
50,1,"5757","2672",17.960161745289337
50,1,"2672","2670",13.087606526356717
50,1,"2670","2671",13.359159981214138
50,1,"2671","2500",16.10210710646175
51,0,"1290","5402",23.139551644055132
51,0,"5402","5399F",18.74188875695985
51,0,"5399F","5403",16.415822709152575
51,0,"5403","5010",13.595045921649072
51,0,"5010","2869",11.718757872163053
51,0,"2869","5006",16.096929177789605
51,0,"5006","5007F",18.280575703511474
51,0,"5007F","5008F",19.031661505806646
51,0,"5008F","5009F",12.580780212161466
51,0,"5009F","5011F",13.971442891066966
51,0,"5011F","5015",12.724954640661249
51,0,"5015","5013F",11.364379185272206
51,0,"5013F","5014",12.025374689879845
51,0,"5014","6651",12.79570572989756
51,0,"6651","2851F",11.082305882299952
51,0,"2851F","6654F",14.430059794721563
51,0,"6654F","6653F",13.25337413496232
51,0,"6653F","6650G",12.954820448584371
51,0,"6650G","6659F",14.633438321697772
51,0,"6659F","6657",13.077498480011672
51,0,"6657","0702",19.01501099325367
51,0,"0702","0703",19.470495260066457
51,0,"0703","0704",19.198965011565924
51,0,"0704","0705",18.21652224905507
51,0,"0705","0706",14.704421939959603
51,0,"0706","6253",14.077879334552241
51,0,"6253","6423F",13.272621830315876
51,0,"6423F","5024",18.146115799863733
51,0,"5024","5025",15.493378509270588
51,0,"5025","5026",12.898428115116033
51,0,"5026","1984G",8.788582696237588
51,0,"1984G","1926G",16.855582887062543
51,0,"1926G","2165F",16.736147301294398
51,0,"2165F","5817F",13.401803819588403
51,0,"5817F","5825",12.81045545675825
51,0,"5825","5826",14.719645203121422
51,0,"5826","5823",12.753149228104098
51,0,"5823","1110",14.131792061210351
51,1,"5822F","5824",17.4103583814704
51,1,"5824","5860",11.271221061066171
51,1,"5860","1961G",16.763507572226946
51,1,"1961G","1962F",13.196158840511174
51,1,"1962F","2166F",16.840819087862055
51,1,"2166F","1964F",16.58489096924718
51,1,"1964F","5853G",7.362051791159657
51,1,"5853G","1985G",10.322255766024027
51,1,"1985G","5058F",12.906054248358144
51,1,"5058F","5059",19.28610223278924
51,1,"5059","5060",14.029704668301283
51,1,"5060","6424F",11.972089869720456
51,1,"6424F","6209",12.992918897077159
51,1,"6209","0722",16.162235430058526
51,1,"0722","0723",20.322489992143115
51,1,"0723","0724",18.504083041423094
51,1,"0724","0725",19.36628528636404
51,1,"0725","0726",15.092914359382776
51,1,"0726","6601",14.07984002729725
51,1,"6601","2401F",11.532298255032838
51,1,"2401F","6608G",11.610655250594734
51,1,"6608G","6649F",14.826241684271771
51,1,"6649F","6604F",12.044355992699224
51,1,"6604F","2848F",12.784342201137745
51,1,"2848F","6607",10.158588877275134
51,1,"6607","5071",13.382394489830737
51,1,"5071","5072",11.119339203384966
51,1,"5072","5089",12.95146131310405
51,1,"5089","5074F",12.22279564879606
51,1,"5074F","5076F",12.97584691755497
51,1,"5076F","5077",20.61888397282908
51,1,"5077","5078F",17.652214306771327
51,1,"5078F","5079",15.152732635203073
51,1,"5079","5080",11.003011975195394
51,1,"5080","5081F",16.989034619594616
51,1,"5081F","5471",17.509020706593137
51,1,"5471","5398F",19.30779090626899
51,1,"5398F","5472",15.090923147780762
51,1,"5472","1289",31.21221948184083
52,0,"2788","2739",
52,0,"2739","1167",
52,0,"1167","1168",
52,0,"1168","1169",
52,0,"1169","1801",
52,0,"1801","2402",
52,0,"2402","2334B",
52,0,"2334B","2404",
52,0,"2404","5115",
52,0,"5115","2738",
52,0,"2738","2734",
52,0,"2734","1015",
52,0,"1015","5915",
52,0,"5915","5719",
52,0,"5719","2952B",
52,0,"2952B","2732",
52,1,"2732","2616B",
52,1,"2616B","2939B",
52,1,"2939B","5152",
52,1,"5152","5161",
52,1,"5161","1085",
52,1,"1085","2735",
52,1,"2735","2736",
52,1,"2736","2462",
52,1,"2462","2463",
52,1,"2463","2333",
52,1,"2333","2465",
52,1,"2465","2467",
52,1,"2467","1125",
52,1,"1125","1126",
52,1,"1126","1127",
52,1,"1127","2840",
52,1,"2840","2787",
53,0,"2647","2648",14.152281897885382
53,0,"2648","1204",13.945850247656365
53,0,"1204","1205",19.146484042990817
53,0,"1205","1206",17.743606083573898
53,0,"1206","2564",17.49945261991971
53,0,"2564","2565",19.854417596736887
53,0,"2565","2566B",18.272010520963555
53,0,"2566B","2567",11.87791744027727
53,0,"2567","2568",15.589510836662582
53,0,"2568","2569",12.91476525235489
53,0,"2569","2570",11.585527891701268
53,0,"2570","2571",14.993979418694733
53,0,"2571","2572",11.148186853914945
53,0,"2572","2573B",9.582029777934066
53,0,"2573B","1767",13.032313695279717
53,0,"1767","2575",12.082902170366495
53,0,"2575","2576",12.544579030119717
53,0,"2576","2171",11.25482134445556
53,0,"2171","2547",7.581120292566125
53,0,"2547","4132B",10.271427038860649
53,0,"4132B","2809",15.268353764362038
53,0,"2809","2810",18.26604960382851
53,0,"2810","2811",17.05314114188312
53,0,"2811","2824",26.443081691341938
53,0,"2824","2813",14.133087741283473
53,0,"2813","2814",13.980355902330821
53,0,"2814","2815B",14.874448248583688
53,0,"2815B","2816",15.694544931315583
53,0,"2816","2817",13.50032342002027
53,0,"2817","2819",14.853278107526119
53,0,"2819","2312",13.329317592068291
53,0,"2312","1989",15.722256504560995
53,0,"1989","2365",21.290864683999366
53,0,"2365","2827",16.98963029620271
53,0,"2827","3001B",33.16821436460824
53,1,"3001B","2352",16.029842758918647
53,1,"2352","2823B",17.80698686320784
53,1,"2823B","2766",17.333869708636673
53,1,"2766","2362B",14.56405559248915
53,1,"2362B","2363",12.511501287389075
53,1,"2363","2852",12.901463762714876
53,1,"2852","2853",12.883278108576715
53,1,"2853","2854",16.719957093683526
53,1,"2854","2855",15.452831502209966
53,1,"2855","2856B",11.737964133364473
53,1,"2856B","2857B",19.29376138522277
53,1,"2857B","2875",22.3630994503391
53,1,"2875","2861",18.89629863746395
53,1,"2861","2860",16.687738569540056
53,1,"2860","2545",10.633086341505688
53,1,"2545","4131B",8.839557783175488
53,1,"4131B","2554",8.386795078355183
53,1,"2554","2170",12.495904051620174
53,1,"2170","2503",13.302756624749346
53,1,"2503","2504",12.099836250858813
53,1,"2504","1775",11.076538937535037
53,1,"1775","2506B",11.062277105275118
53,1,"2506B","2507",10.890953180492357
53,1,"2507","2508",9.556123405302692
53,1,"2508","2509",13.102417663156075
53,1,"2509","2510",16.90297123473763
53,1,"2510","2511",15.075208255162702
53,1,"2511","2512",13.459614429771872
53,1,"2512","2513",17.174111089545285
53,1,"2513","2514",19.778954943937624
53,1,"2514","2522",17.651882906246886
53,1,"2522","2536",19.33272115038887
53,1,"2536","1259",19.366495385547555
53,1,"1259","1260",17.501617503461375
53,1,"1260","1483",22.16898122466953
54,0,"1780","1734",11.794785656195764
54,0,"1734","3518B",10.472970649362699
54,0,"3518B","3506",11.639927212316165
54,0,"3506","2928",11.791146742589584
54,0,"2928","2929",10.536358642996806
54,0,"2929","2972",10.793654401331237
54,0,"2972","2931",11.894956762094127
54,0,"2931","2932",13.308624337267199
54,0,"2932","2950",5.106868888638696
54,0,"2950","2934",12.273628696919818
54,0,"2934","2935",16.738407246909443
54,0,"2935","2936",15.98941343719301
54,0,"2936","2411B",10.630438384852972
54,0,"2411B","2937B",15.875553349655345
54,0,"2937B","2616B",16.888702941210322
54,0,"2616B","2939B",3.2927354129412465
54,0,"2939B","5152",9.5971142627483
54,0,"5152","5161",13.956752623839844
54,0,"5161","1085",11.83776226131595
54,0,"1085","1072",1.488805098379224
54,1,"1072","1015",18.643185259224378
54,1,"1015","5915",19.543984271763303
54,1,"5915","5719",13.53114496349744
54,1,"5719","2952B",17.316744260793516
54,1,"2952B","2953B",19.777414160327034
54,1,"2953B","2954B",12.657434989475828
54,1,"2954B","2456",10.297809295501642
54,1,"2456","2955",25.801801558855978
54,1,"2955","2951",10.401022920216242
54,1,"2951","2957",28.68007174172976
54,1,"2957","2965",0.018304104390341126
54,1,"2965","2959",13.994451257080275
54,1,"2959","2960",9.48198057185392
54,1,"2960","2971",7.851141123300091
54,1,"2971","2962",11.8817807896681
54,1,"2962","2963",16.025647146104845
54,1,"2963","2964B",10.976659717006157
54,1,"2964B","2967B",6.663357274949848
54,1,"2967B","2948",
54,1,"2948","1780",
55,0,"5041F","5361F",10.754240186699516
55,0,"5361F","2902",14.536234062329175
55,0,"2902","2903F",12.409479249215332
55,0,"2903F","5872",11.975396299546945
55,0,"5872","5802",14.60322063837145
55,0,"5802","5803G",10.335409959444089
55,0,"5803G","5804G",11.194477508478489
55,0,"5804G","5805",11.518890968969862
55,0,"5805","5710F",10.652491424548593
55,0,"5710F","5711F",15.769177914100418
55,0,"5711F","2876F",7.2586795997785485
55,0,"2876F","2726F",22.528675462144292
55,0,"2726F","5714",10.147967119684294
55,0,"5714","0521",14.093183851147403
55,0,"0521","0529",25.246063349054037
55,1,"0529","0536",17.66836381800989
55,1,"0536","5762",10.282180768828976
55,1,"5762","2720F",8.724435008083796
55,1,"2720F","2786F",9.812218799390651
55,1,"2786F","5765F",12.606657739956109
55,1,"5765F","5766",14.501017407477866
55,1,"5766","5865",13.211019577072397
55,1,"5865","5866",11.7767595879098
55,1,"5866","5867F",12.773452019408714
55,1,"5867F","5868",15.73065357515788
55,1,"5868","5801",19.45071417680659
55,1,"5801","2900F",15.729354598807078
55,1,"2900F","2901",11.348379449095447
55,1,"2901","5362F",5.414693709430435
55,1,"5362F","5039",13.62651659128363
56,0,"1474B","2083",11.63938686742425
56,0,"2083","2068",15.134545044881094
56,0,"2068","6082",14.042166716067046
56,0,"6082","6190",8.27812443989139
56,0,"6190","9296",10.565374782877473
56,0,"9296","2106",11.059140770206165
56,0,"2106","2051",10.352026952071508
56,0,"2051","3451",15.224728044182163
56,0,"3451","3412",14.109763441257451
56,0,"3412","2101",10.399112310275354
56,0,"2101","6303B",10.602940116349
56,0,"6303B","2098",13.731275862014396
56,0,"2098","2898",11.416769686677284
56,0,"2898","6459",15.434068231827446
56,0,"6459","2367",16.608996112206807
56,0,"2367","6370",20.030218229861358
56,0,"6370","2299",12.668571576325625
56,0,"2299","1967",16.523574022257687
56,0,"1967","2095",19.717734501484124
56,0,"2095","2093",17.435553890623684
56,0,"2093","1989",16.60208035694026
56,0,"1989","2365",22.056927847238594
56,0,"2365","2827",18.99404646037941
56,0,"2827","2829B",16.22600550966507
56,0,"2829B","1827",16.914740305544083
56,0,"1827","1837",20.735265627406854
56,0,"1837","1992",15.043047363107682
56,0,"1992","2378",34.41232663533687
56,1,"2379","1991",0.0
56,1,"1991","1838",26.24829112687976
56,1,"1838","1839",25.128581389856468
56,1,"1839","2352",18.610627094303496
56,1,"2352","2823B",
56,1,"2823B","2766",0.0
56,1,"2766","1987",4.152545522283074
56,1,"1987","2092",
56,1,"2092","2094",
56,1,"2094","1974",
56,1,"1974","2377",17.993983722861923
56,1,"2377","6368C",13.455615561232731
56,1,"6368C","2096",6.7547860367276575
56,1,"2096","6461",4.147166593880064
56,1,"6461","5740",13.691830788505158
56,1,"5740","2097",5.801103301670347
56,1,"2097","6364B",9.255820284499029
56,1,"6364B","2100",2.1571024644154178
56,1,"2100","2102",17.946967981099384
56,1,"2102","3414",4.666502898032242
56,1,"3414","2067",1.6844493741672024
56,1,"2067","2105",11.88395452546704
56,1,"2105","9291",15.98812904795213
56,1,"9291","6191",12.611935759865093
56,1,"6191","2920",14.529183426266307
56,1,"2920","1273",
56,1,"1273","1474B",
57,0,"1082","1052",11.236073724887667
57,0,"1052","1051",10.823452360576269
57,0,"1051","1356",14.133883124084345
57,0,"1356","2305",18.54880952500709
57,0,"2305","2326",6.7769661002851
57,0,"2326","2868",21.491853777293368
57,0,"2868","2308",14.751459357957895
57,0,"2308","3058",30.243218536447753
57,0,"3058","3059",24.998986805259374
57,0,"3059","2327",30.02433098766126
57,0,"2327","3061",23.75729561443711
57,0,"3061","1090",20.32793529405153
57,0,"1090","3063",23.82239370182059
57,0,"3063","2315",17.182922248832238
57,0,"2315","2316",32.282354145029636
57,0,"2316","2317",18.377589689566154
57,0,"2317","1838",20.496539805050766
57,0,"1838","1839",3.7477294793092124
57,0,"1839","2352",6.488082949120856
57,0,"2352","3001B",40.0094769956745
57,1,"3001B","1827",19.160314860068258
57,1,"1827","1837",20.959869771438974
57,1,"1837","2358",20.022202794658423
57,1,"2358","2359",25.601834161803207
57,1,"2359","2360",19.824620727350887
57,1,"2360","3003",20.05281092895307
57,1,"3003","1089",28.44948101309474
57,1,"1089","3005",19.164428077285404
57,1,"3005","3014",26.921903768607148
57,1,"3014","3007",24.536196731543075
57,1,"3007","3008",12.883655291970197
57,1,"3008","2376",23.322919131186804
57,1,"2376","2870",10.483180116931631
57,1,"2870","2325",17.142230194189782
57,1,"2325","2370",13.63686346325052
57,1,"2370","1349",10.444363341332256
57,1,"1349","1016",9.28023916918514
57,1,"1016","1024",11.996521470864161
57,1,"1024","1083",14.69744785882116
58,0,"9751","9753",15.780502245895354
58,0,"9753","9754B",19.90061516442978
58,0,"9754B","9755",23.69027988541802
58,0,"9755","9756",17.255364415707263
58,0,"9756","5905",30.33412649766976
58,0,"5905","5906",14.489992088164062
58,0,"5906","5908",37.523606206112795
58,0,"5908","5910",37.83088785453
58,0,"5910","5913",28.295431531349276
58,0,"5913","5911B",27.715955037217594
58,0,"5911B","5761",9.251965635878346
58,0,"5761","6461",12.587040181897835
58,0,"6461","5740",9.10998284066968
58,0,"5740","5741",10.872054377099712
58,0,"5741","5742B",11.053949834476999
58,0,"5742B","6123",9.632108652965927
58,0,"6123","2089",15.264367752968784
58,0,"2089","2207",12.968336209477211
58,0,"2207","9025",10.827240039840099
58,0,"9025","1083",12.555086797857303
58,0,"1083","1904",8.298696285596456
58,0,"1904","2831",9.788325960830129
58,1,"2831","2269",15.724616483573806
58,1,"2269","2587",10.361031070971178
58,1,"2587","1030",12.83824996711625
58,1,"1030","2271",18.293032515735177
58,1,"2271","2088",13.783020483468986
58,1,"2088","2237",13.92465297969924
58,1,"2237","2238",13.564780337554955
58,1,"2238","2239",12.748242306784878
58,1,"2239","2898",5.557683380490919
58,1,"2898","6459",4.243891067011148
58,1,"6459","5760",4.658740369109479
58,1,"5760","5958C",
58,1,"5958C","5965",2.422875649374282
58,1,"5965","5959",
58,1,"5959","5961",
58,1,"5961","5967",
58,1,"5967","5968",
58,1,"5968","9776",
58,1,"9776","9777",
58,1,"9777","9778",
58,1,"9778","9779",
58,1,"9779","9780",
58,1,"9780","9751",
59,0,"3125","6158",8.720274186374878
59,0,"6158","1280B",15.272545314705102
59,0,"1280B","3155",6.358582178158349
59,0,"3155","3156",18.964439408589197
59,0,"3156","3160",2.4682872081730842
59,0,"3160","3158B",
59,0,"3158B","1476",
59,0,"1476","6464",0.0
59,0,"6464","2970B",14.998362123364767
59,0,"2970B","1569B",2.02822878913473
59,0,"1569B","1582",
59,0,"1582","3162",
59,0,"3162","3163",
59,0,"3163","3164",
59,0,"3164","3165",
59,0,"3165","3166",4.5929322658251355
59,0,"3166","3167",6.347798567748606
59,0,"3167","3168",4.836188039696628
59,0,"3168","6459",15.516106804551605
59,0,"6459","3177",5.933641188532631
59,0,"3177","3180",16.99827119057326
59,0,"3180","3181",11.990842078861267
59,0,"3181","3172",8.919858097992416
59,0,"3172","3173",20.271573580177378
59,0,"3173","3174",9.311450251444207
59,0,"3174","3175B",21.759167436969904
59,0,"3175B","3176",32.11096458176346
59,0,"3176","5299",
59,1,"5298","3126",17.89261362692087
59,1,"3126","3101",17.937658540131594
59,1,"3101","3102",17.886977717699114
59,1,"3102","3103",13.937612505519988
59,1,"3103","3104",13.019107728464752
59,1,"3104","3098",17.335463911640687
59,1,"3098","3099",11.144033162795447
59,1,"3099","3106",12.786736544309628
59,1,"3106","6461",8.505001575948876
59,1,"6461","5740",10.715342399415992
59,1,"5740","3109",12.006859817006097
59,1,"3109","3110",12.793870215780371
59,1,"3110","3111",3.9354386023562413
59,1,"3111","3112",4.518398110597541
59,1,"3112","3113",4.326552584070893
59,1,"3113","3114",7.978495127293099
59,1,"3114","6017",5.965597029657945
59,1,"6017","3118",6.146405271560014
59,1,"3118","3100",7.463718218641873
