"Time";"LineID";"DirectionID";"DistanceFromPoint";"PointID "
1632081993339;92;5320;218;5056
1632081993339;92;6934;5;5027
1632081993339;92;6934;0;5315
1632081993339;92;6934;307;6012
1632081993339;92;5320;42;6434
1632081993339;92;5320;0;6934
1632081993339;92;6934;0;5315
1632081993339;92;5320;64;6430
1632081993339;93;5474;4;6174
1632081993339;93;1058;0;5400
1632081993339;93;1058;0;6309
1632081993339;93;5474;0;1059
1632081993339;93;5474;36;6354
1632081993339;93;1058;0;5400
1632081993339;93;5474;0;5474
1632081993339;93;1058;112;5409
1632081993339;93;1058;502;6122
1632081993339;95;3630;2;4357
1632081993339;95;4318;38;4307
1632081993339;95;4318;0;4315
1632081993339;95;4318;120;7066
1632081993339;95;4318;58;1729
1632081993339;95;7104;36;6432
1632081993339;97;9972;33;5719
1632081993339;97;6361;36;2709
1632081993339;97;9972;192;5018
1632081993339;97;6361;241;2668
1632081993339;97;9972;101;2764
1632081993339;97;6361;0;2708
1632081993339;98;2382;0;2382
